"","Symbol","Price/Book Ratio","CurrentRatio","NetCurrentRatio","P.E.Ratio","Ask","BookPrice","Beta","Name","Trade.Time","Market.Capitalization","Earnings.Share","Price.Book","Shares.Outstanding","Currency","date","cash","shortTermInvestments","netReceivables","inventory","otherCurrentAssets","totalCurrentAssets","longTermInvestments","propertyPlantEquipment","otherAssets","totalAssets","accountsPayable","shortLongTermDebt","otherCurrentLiab","longTermDebt","otherLiab","totalCurrentLiabilities","totalLiab","commonStock","retainedEarnings","treasuryStock","otherStockholderEquity","totalStockholderEquity","netTangibleAssets","goodWill","intangibleAssets","deferredLongTermAssetCharges","capitalSurplus","deferredLongTermLiab","minorityInterest","X.ticker."
"389","ESS",2.54489785411454,0.548352873342303,0.033172062488693,29.07314,218.64,88.950291049148,1.03722478146223,"Essex Property Trust, Inc.","2023-05-08 16:03:23",14528750592,7.52,2.4973443,64181600,"USD","2022-12-31",33295000,NA,103045000,NA,77641000,213981000,1240234000,10906190000,5100000,12372905000,163761000,2945000,216557000,5960839000,37841000,390225000,6450639000,6000,NA,-1033710000,-1033710000,5716372000,5708972000,NA,7400000,NA,6750076000,5100000,205894000,"ESS"
"390","HBAN",1.43653780771586,0.062075143594878,0.0570677679744697,6.290323,0,6.78715172975695,1.57512480039304,"Huntington Bancshares Incorpora","2023-05-08 16:00:04",14075197440,1.55,0.86489844,1443609984,"USD","2022-12-31",6704000000,214000000,NA,25000000,2102000000,9424000000,42865000000,1435000000,122899000000,182906000000,147914000000,735000000,78000000,8951000000,4039000000,151816000000,165137000000,14000000,3419000000,-3178000000,-3098000000,15564000000,9798000000,5571000000,712000000,NA,15309000000,NA,38000000,"HBAN"
"391","AVY",-17.8964695634309,0.993642403028788,0.47006741800855,20.6787,175.65,-9.60189374791947,1.04993484440154,"Avery Dennison Corporation","2023-05-08 16:03:13",13937770496,8.31,6.855501,81109000,"USD","2022-12-31",167200000,30600000,1374400000,1009900000,199900000,2782000000,NA,1701900000,655600000,7950500000,1339300000,NA,408200000,2495300000,501400000,2799800000,5918300000,124100000,4414600000,-3385800000,-364000000,2032200000,-778800000,1862400000,948600000,115100000,879300000,NA,NA,"AVY"
"392","TXT",2.74376665838509,2.18191691555797,0.875381263616558,16.22469,66.3,23.9488298294328,1.49572433879965,"Textron Inc.","2023-05-08 16:03:17",13252392960,4.05,1.8938237,201680000,"USD","2022-12-31",1963000000,NA,1535000000,3550000000,353000000,8036000000,NA,2895000000,3050000000,16293000000,1018000000,7000000,2177000000,3175000000,1553000000,3683000000,9180000000,26000000,5903000000,-696000000,-612000000,7113000000,4830000000,2283000000,NA,NA,1880000000,NA,NA,"TXT"
"393","EXPE",-1.96701236591265,0.815642976433476,0.492962485280099,41.285717,0,-48.8189441006213,1.2219777601386,"Expedia Group, Inc.","2023-05-08 16:00:04",13826129920,2.24,6.209212,143980992,"USD","2022-12-31",4096000000,48000000,2118000000,480000000,1770000000,8791000000,1184000000,1613000000,661000000,21561000000,1709000000,NA,8282000000,6240000000,503000000,10778000000,17833000000,NA,-1409000000,-11103000000,-234000000,2283000000,-7029000000,7143000000,2169000000,661000000,14795000000,NA,1445000000,"EXPE"
"394","SNA",4.36816581192254,3.46737340469329,1.36431377313409,14.926479,264.22,59.7070192209598,1.04939733889036,"Snap-On Incorporated","2023-05-08 16:00:01",13805151232,17.41,2.9836164,52931800,"USD","2022-12-31",757100000,NA,767000000,1033100000,33300000,3368900000,NA,570800000,142300000,6972800000,285800000,NA,235300000,NA,267300000,971600000,2469300000,67400000,6296200000,-2382200000,-528300000,4481300000,3160400000,1045300000,275600000,48400000,499900000,NA,22200000,"SNA"
"395","NTAP",-8.29692090181818,1.50392107260309,0.647039616891598,11.05354,0,-7.71370497047586,1.1278286315361,"NetApp, Inc.","2023-05-08 16:00:03",13689919488,5.79,12.427184,213904992,"USD","2022-04-29",4112000000,28000000,1230000000,204000000,371000000,5945000000,103000000,896000000,594000000,10026000000,607000000,250000000,2217000000,2386000000,2592000000,3953000000,9188000000,760000000,122000000,-44000000,-44000000,838000000,-1650000000,2346000000,142000000,362000000,NA,117000000,NA,"NTAP"
"396","EPAM",5.60063957027035,3.69188998278222,2.74278157832749,36.507088,232.51,41.3917023291829,1.33507097027546,"EPAM Systems, Inc.","2023-05-08 16:03:13",13412456448,6.35,4.452939,57857200,"USD","2022-12-31",1681344000,60336000,932626000,NA,12621000,2759625000,28400000,422128000,192274000,4009151000,30852000,NA,150114000,27693000,108648000,747483000,1006141000,58000,2248948000,-95439000,-95321000,3001532000,2394808000,529072000,77652000,172797000,847965000,NA,1478000,"EPAM"
"397","LNT",2.19343639005736,0.528988573846805,0.0900122416648664,20.058607,0,24.9902444074573,0.647105436774803,"Alliant Energy Corporation","2023-05-08 16:00:03",13766006784,2.73,2.1911888,251138000,"USD","2022-12-31",20000000,NA,516000000,325000000,389000000,1250000000,559000000,16247000000,2107000000,20163000000,756000000,408000000,539000000,7668000000,3712000000,2363000000,13887000000,3000000,3509000000,-13000000,-13000000,6276000000,6276000000,NA,NA,NA,2777000000,1981000000,NA,"LNT"
"398","IPG",-6.28033706051873,1.03425755268852,0.68375638215447,15.708696,36.78,-5.75287616867731,1.2748018647471,"Interpublic Group of Companies,","2023-05-08 16:00:01",13947372544,2.3,3.9186552,386032992,"USD","2022-12-31",2545300000,NA,7339000000,NA,440900000,10325200000,NA,1914900000,736200000,18845000000,8235300000,600000,765600000,2870700000,866700000,9983200000,15100700000,38900000,3632100000,-1080600000,-960400000,3647900000,-2220800000,5050600000,818100000,271700000,1057500000,NA,96400000,"IPG"
"399","POOL",57.9913892433681,2.98793720420178,0.866429380970139,20.922987,0,6.09021420044982,0.952846477171036,"Pool Corporation","2023-05-08 16:00:04",13787510784,16.88,10.969345,39038200,"USD","2022-12-31",45591000,NA,351448000,1591060000,6498000,2018991000,35297000,463317000,50389000,3565437000,406667000,25042000,75594000,1361761000,94230000,675714000,2330243000,39000,653484000,5895000,5895000,1235194000,237751000,691993000,305450000,NA,575776000,NA,NA,"POOL"
"400","PTC",-33.7353333421315,1.3488749876934,0.446906074436881,46.952896,0,-3.84429618731133,1.15913846178989,"PTC Inc.","2023-05-08 16:00:04",15337364480,2.76,6.084894,118263000,"USD","2022-09-30",272182000,NA,653456000,NA,54165000,1068657000,1000000,235881000,631058000,4687268000,40153000,NA,518020000,1350628000,80775000,792258000,2391234000,1175000,727737000,-153458000,-153458000,2296034000,-454638000,2353654000,397018000,256091000,1720580000,79700000,NA,"PTC"
"401","MGM",-9.03551321957537,1.80577657747351,0.20223058217353,9.068893,43.47,-4.80769590223841,1.65096702766619,"MGM Resorts International","2023-05-08 16:00:01",15803428864,4.79,3.296403,363799008,"USD","2022-12-31",5911893000,NA,925165000,126065000,608437000,8154692000,492760000,29754857000,709333000,45692206000,369817000,1286473000,1725475000,7432817000,3137544000,4515892000,40323733000,3791000,4794239000,33499000,33499000,4831529000,-1749035000,5029312000,1551252000,NA,NA,NA,536944000,"MGM"
"402","CF",4.47170028367832,3.69145728643216,0.672710622710623,4.4993343,67.91,15.1128205128205,1.20857931511976,"CF Industries Holdings, Inc.","2023-05-08 16:03:11",13178100736,15.02,2.4315476,195000000,"USD","2022-12-31",2323000000,NA,582000000,474000000,294000000,3673000000,74000000,6691000000,771000000,13313000000,63000000,NA,527000000,2965000000,1333000000,995000000,5460000000,2000000,3867000000,-230000000,-230000000,5051000000,2947000000,2089000000,15000000,NA,1412000000,NA,2802000000,"CF"
"403","BG",1.61844944484155,1.745625,1.14623803009576,8.861493,92.15,55.7385322319318,0.910165524063314,"Bunge Limited Bunge Limited","2023-05-08 16:00:01",13585264640,10.18,1.4660903,150596000,"USD","2022-12-31",1104000000,119000000,3661000000,8408000000,3090000000,16758000000,1175000000,4641000000,1176000000,24580000000,4386000000,846000000,2642000000,3259000000,1214000000,9600000000,14620000000,1000000,10222000000,-7691000000,-6371000000,9224000000,8394000000,470000000,360000000,712000000,6692000000,NA,736000000,"BG"
"404","MOS",1.14829191665981,1.18482778560844,0.585839632588145,4.640491,37.85,32.9368644184568,1.34539949224412,"Mosaic Company (The)","2023-05-08 16:03:09",12560361472,8.15,1.0637939,332099008,"USD","2022-12-31",735400000,NA,1889300000,3543100000,151400000,6556600000,885900000,12861200000,1966000000,23386000000,2043700000,913900000,1237400000,2289000000,3110900000,5533800000,11191800000,3400000,14203400000,-2152200000,-2152200000,12054600000,10938300000,1116300000,NA,752300000,NA,NA,139600000,"MOS"
"405","PAYC",15.364603097796,1.16286452419546,1.01627482714476,59.9083,274.75,18.6048693668786,1.48036728189661,"Paycom Software, Inc.","2023-05-08 16:03:33",16543083520,4.58,12.925382,57872000,"USD","2022-12-31",400730000,NA,28426000,1607000,2299353000,2764172000,NA,442224000,590211000,3902513000,16054000,NA,2227531000,29000000,287843000,2377037000,2719906000,625000,1196968000,-591608000,-3703000,1182607000,1076701000,51889000,54017000,NA,576622000,573674000,NA,"PAYC"
"406","TECH",37.1653759590058,3.44030724130487,1.01980821631744,48.970238,0,2.21361934376757,0.713530404168276,"Bio-Techne Corp","2023-05-08 16:00:03",12939014144,1.68,7.5727167,157275008,"USD","2022-06-30",172567000,74462000,194548000,141123000,22856000,605556000,11026000,288798000,35802000,2294805000,33865000,12976000,37410000,243410000,116233000,176018000,593794000,392000,1122921000,-75200000,-75200000,1701770000,348147000,822101000,531522000,NA,653657000,NA,-759000,"TECH"
"407","CFG",1.00494737643076,0.0740835557492238,0.066985810887349,6.177458,25.9,25.6331838578068,1.34245765092194,"Citizens Financial Group, Inc.","2023-05-08 16:00:01",12467377152,4.17,0.5619424,483982016,"USD","2022-12-31",10547000000,303000000,NA,NA,1909000000,13601000000,36445000000,1863000000,164024000000,226733000000,180724000000,747000000,NA,15140000000,3454000000,183590000000,203043000000,6000000,9159000000,-9631000000,-4560000000,21676000000,12406000000,8173000000,2627000000,NA,22142000000,NA,NA,"CFG"
"408","HST",1.8463641752608,2.06451612903226,0.142486085343228,15.553572,0,9.4347581552306,1.60924099459877,"Host Hotels","2023-05-08 16:00:04",12389103616,1.12,1.8520093,711200000,"USD","2022-12-31",667000000,NA,94000000,NA,7000000,768000000,132000000,10304000000,1065000000,12269000000,372000000,NA,NA,4215000000,235000000,372000000,5390000000,7000000,-939000000,-75000000,-75000000,6710000000,6710000000,NA,NA,NA,7717000000,NA,169000000,"HST"
"409","PKG",4.9452167192174,2.86499143346659,0.578389097701017,13.029694,136.3,27.5073888996377,1.00353722229019,"Packaging Corporation of Americ","2023-05-08 16:03:19",12233477120,10.44,3.303062,89932200,"USD","2022-12-31",320000000,85200000,1067500000,977300000,NA,2508300000,64900000,4198300000,39000000,8003800000,410400000,NA,115500000,2473600000,742200000,875500000,4336700000,900000,3186800000,-102400000,-102400000,3667100000,2473800000,922400000,270900000,NA,581800000,22400000,NA,"PKG"
"410","UDR",5.65314784328246,0.14792614546738,0.0164206005417744,133.12903,41.23,12.1917110380672,1.19553995043138,"UDR, Inc.","2023-05-08 16:00:01",22687111168,0.31,3.5045857,329172992,"USD","2022-12-31",1193000,NA,54707000,NA,29001000,100171000,754446000,9906989000,236576000,11038470000,144920000,1242000,134213000,5186061000,60299000,677169000,6100325000,3290000,NA,-3443243000,-3443243000,4053470000,4013182000,NA,40288000,NA,7493423000,NA,840060000,"UDR"
"411","SWK",-4.00842062350707,1.21395299275406,0.522962010872773,-1,84.48,-21.3348131673026,1.22636454994009,"Stanley Black & Decker, Inc.","2023-05-08 16:00:01",13089096704,-1.14,1.326455,153055008,"USD","2022-12-31",395600000,NA,1231000000,5861100000,45600000,7974700000,NA,2784600000,1226500000,24963300000,2344400000,1200000,468500000,5352900000,3000600000,6569200000,15249100000,442300000,9333300000,-5119100000,-2119500000,9712100000,-3265400000,8502700000,4474800000,NA,5055600000,NA,2100000,"SWK"
"412","AKAM",10.7417004294871,2.40522526219122,0.499481514186528,24.34049,0,7.38709821885556,1.08643774258092,"Akamai Technologies, Inc.","2023-05-08 16:00:04",12402721792,3.26,2.847965,156304000,"USD","2022-12-31",542337000,562979000,679206000,NA,86213000,1969562000,320531000,2353554000,454199000,8303400000,145420000,NA,186796000,2285258000,145822000,818868000,3943213000,1565000,1920351000,-140332000,-140332000,4360187000,1154633000,2763838000,441716000,337677000,2578603000,29069000,NA,"AKAM"
"413","INCY",3.59262088063394,3.5372321807451,2.78261431198648,46.33099,0,18.3125358602883,1.1912782863446,"Incyte Corporation","2023-05-08 16:00:04",14676959232,1.42,3.353382,223088000,"USD","2022-12-31",2951422000,287543000,644879000,41995000,NA,4092850000,133676000,765608000,564038000,5840984000,277546000,NA,112078000,NA,269596000,1157077000,1470865000,223000,-437214000,15069000,15069000,4370119000,4085307000,155593000,129219000,457941000,4792041000,NA,NA,"INCY"
"414","CHRW",-44.3664123574757,1.0801678798815,0.780075468220716,16.316957,0,-2.32067434450657,0.81949930976454,"C.H. Robinson Worldwide, Inc.","2023-05-08 16:00:04",11988558848,6.31,8.678354,116439000,"USD","2022-12-31",217482000,NA,3249350000,NA,64000000,3589238000,NA,531573000,210114000,5954564000,1466998000,1053655000,118771000,920049000,44499000,3322852000,4601142000,11632000,5590440000,-4991938000,-88860000,1353422000,-270217000,1470813000,152826000,181602000,743288000,NA,NA,"CHRW"
"415","CPT",2.41549595678034,0.0483035026171589,0.00746942061065592,19.552029,112.13,45.8953355667636,1.12026005086658,"Camden Property Trust","2023-05-08 16:00:01",12045160448,5.67,2.4460528,108652000,"USD","2022-12-31",10687000,NA,64000,NA,21151000,31902000,NA,8835762000,460271000,9327935000,211370000,246600000,103628000,3434313000,171152000,660449000,4271014000,1156000,NA,-911990000,-583306000,4986620000,4986620000,NA,NA,NA,5897454000,NA,70301000,"CPT"
"416","TAP",-2.58103177683579,0.781537003021864,0.203657811643545,-1,64.76,-26.9597373043756,0.668545277835871,"Molson Coors Beverage Company","2023-05-08 16:03:25",13943507968,-1.18,1.0989143,200384000,"USD","2022-12-31",600000000,NA,866200000,792900000,378900000,2638000000,40000000,4355500000,742800000,25868300000,2068200000,370900000,288700000,6109000000,3313200000,3375400000,12953100000,517600000,6894100000,-1728400000,-1205500000,12689700000,-5402300000,5291900000,12800100000,125800000,7006400000,NA,225500000,"TAP"
"417","TFX",-14.8297291427861,2.42648738073783,0.485525421570871,33.791393,265.79,-17.4770553333177,0.836580007581829,"Teleflex Incorporated","2023-05-08 16:03:14",12174125056,7.67,3.0238826,46971700,"USD","2022-12-31",292034000,NA,408834000,578507000,3195000,1410983000,11912000,578416000,83857000,6928063000,126807000,87500000,71660000,1624023000,580143000,581492000,2906095000,47957000,3817304000,-558411000,-403522000,4021968000,-820927000,2536730000,2306165000,6402000,715118000,NA,NA,"TFX"
"418","MAS",-8.87512560643745,1.55955532027528,0.542641370418125,15.1404505,55.02,-6.07315350188249,1.26546583802389,"Masco Corporation","2023-05-08 16:03:22",12132296704,3.56,-32.007126,225088992,"USD","2022-12-31",452000000,NA,1150000000,1236000000,NA,2946000000,22000000,1241000000,91000000,5187000000,877000000,202000000,184000000,2926000000,339000000,1889000000,5429000000,225000000,-947000000,226000000,226000000,-480000000,-1367000000,537000000,350000000,60000000,16000000,NA,238000000,"MAS"
"419","SYF",1.20476515358572,0.134864295227381,0.113751622296627,4.78185,28,22.7430223184859,1.38012115313093,"Synchrony Financial","2023-05-08 16:00:01",11742845952,5.73,0.9422607,428571008,"USD","2022-12-31",10294000000,NA,NA,NA,136000000,10430000000,4199000000,NA,87543000000,104564000000,71735000000,NA,NA,14191000000,163000000,77337000000,91691000000,1000000,16716000000,-14296000000,-125000000,12139000000,9747000000,1105000000,1287000000,NA,9718000000,NA,NA,"SYF"
"420","TRMB",-20.1098846568795,1.0383694685726,0.471666459550143,25.983606,0,-2.36450887834738,1.20522528787581,"Trimble Inc.","2023-05-08 16:00:04",11780370432,1.83,2.8986833,247747008,"USD","2022-12-31",271000000,NA,643300000,402500000,201400000,1518200000,NA,340200000,774600000,7269000000,175500000,300000000,792200000,1220000000,431600000,1462100000,3218800000,200000,2230000000,-234900000,-234900000,4050200000,-585800000,4137900000,498100000,438400000,2054900000,74700000,NA,"TRMB"
"421","WRB",2.48943200951334,0.414464700147713,0.350526325347218,15.131443,59.88,23.5836920518101,0.835806023979419,"W.R. Berkley Corporation","2023-05-08 16:04:04",16083779584,3.88,2.3015406,273952992,"USD","2022-12-31",1449346000,NA,3052230000,NA,3354514000,9496788000,20381791000,592503000,2339022000,33861099000,17534354000,NA,5332004000,2837194000,1185298000,22913382000,27092938000,105803000,10161005000,-4516010000,-1264581000,6748332000,6460823000,185509000,865486000,340647000,997534000,NA,19829000,"WRB"
"422","HRL",27.5425712797671,2.46874970304073,0.630711781558219,22.83146,40.84,1.47553397837692,0.423484699811141,"Hormel Foods Corporation","2023-05-08 16:03:16",22211100672,1.78,2.9168162,546532992,"USD","2022-10-30",982107000,16149000,874770000,1716059000,12447000,3637125000,271058000,2214758000,455122000,13306919000,816604000,405000,32925000,3254467000,947313000,1473266000,5766699000,8002000,7313374000,-255560000,-255560000,7535284000,806428000,4925829000,1803027000,NA,469468000,NA,4936000,"HRL"
"423","NDSN",77.8282357873721,1.35814783691739,0.74244495412844,25.449766,0,2.79911283421526,1.26173291332717,"Nordson Corporation","2023-05-08 16:00:03",12474309632,8.56,5.098411,57261000,"USD","2022-10-31",163457000,NA,532278000,383398000,5035000,1132971000,NA,455721000,97588000,3820375000,99276000,392537000,126640000,345320000,244525000,834203000,1526000000,12253000,3652216000,-1996791000,-207782000,2294375000,160280000,1804693000,329402000,10447000,626697000,NA,NA,"NDSN"
"424","EQT",1.04519852201043,1.07561746092138,0.350404282318364,2.8005204,32.29,30.8936541087503,1.07792209656025,"EQT Corporation","2023-05-08 16:03:22",11677453312,11.53,0.9639669,361643008,"USD","2022-12-31",1458644000,NA,1608089000,NA,912994000,4014441000,NA,18196533000,458952000,22669926000,1574610000,422632000,1433076000,5256333000,2455476000,3732220000,11456598000,9891890000,1283578000,-2994000,-2994000,11172474000,11172474000,NA,NA,NA,NA,NA,40854000,"EQT"
"425","PEAK",1.86113901331486,0.422523288899691,0.0713157400867057,21.009901,21.39,11.4016196916464,1.20214496772144,"Healthpeak Properties, Inc.","2023-05-08 16:00:02",11607254016,1.01,1.756041,546995968,"USD","2022-12-31",72032000,NA,428268000,NA,104668000,604968000,743551000,13260801000,743848000,15771229000,265596000,90089000,4070000,5411918000,1447867000,1431798000,8482952000,546642000,NA,-4241555000,-4241555000,6654701000,6236640000,NA,418061000,98984000,10349614000,NA,633576000,"PEAK"
"426","IP",2.14623867990833,1.354,0.438386323900796,7.147903,32.53,15.0868592787204,1.24592128929671,"International Paper Company","2023-05-08 16:02:09",11237705728,4.53,1.3393449,347056992,"USD","2022-12-31",804000000,NA,3765000000,1942000000,259000000,6770000000,186000000,10855000000,2868000000,23940000000,2708000000,753000000,1027000000,4767000000,5344000000,5000000000,15443000000,449000000,9855000000,-6532000000,-1925000000,8497000000,5236000000,3041000000,220000000,NA,4725000000,277000000,NA,"IP"
"427","BF-B",22.393690981295,3.65183752417795,1.03850385038504,42.801323,66.32,4.48385661940075,0.706218122520879,"Brown Forman Inc","2023-05-08 16:04:00",31127230464,1.51,10.190791,310000992,"USD","2022-04-30",868000000,NA,813000000,1818000000,122000000,3776000000,NA,949000000,301000000,6373000000,218000000,250000000,82000000,2019000000,529000000,1034000000,3636000000,72000000,3242000000,-577000000,-352000000,2737000000,1390000000,761000000,586000000,74000000,NA,NA,NA,"BF-B"
"428","WYNN",-12.8690874709238,2.224542252141,0.267649454865725,-1,0,-8.76208194788973,1.50866439468306,"Wynn Resorts, Limited","2023-05-08 16:00:04",12818782208,-3.78,-16.90048,113682000,"USD","2022-12-31",3650440000,NA,216033000,70094000,4819000,4029587000,NA,8749224000,391036000,13415100000,197474000,547543000,572496000,11569316000,30162000,1811423000,15055465000,1323000,-2711808000,-1624276000,-404000,-750838000,-996091000,90520000,154733000,NA,3583923000,NA,-889527000,"WYNN"
"429","NI",2.58675833942329,0.554511318528055,0.137208783740735,19.35374,28.51,10.9983220768101,0.73844614828586,"NiSource Inc","2023-05-08 16:03:24",11751643136,1.47,1.9449002,413063008,"USD","2022-12-31",40800000,NA,1170000000,751900000,430400000,2584300000,72600000,19878300000,2715500000,26736600000,899500000,NA,1303600000,9378900000,4618800000,4660500000,18834800000,4200000,-1213600000,-137000000,-37100000,6028900000,4543000000,1485900000,NA,NA,7375300000,2497900000,326400000,"NI"
"430","KIM",1.25212869278565,1.83400248812486,0.05615128340844,74,18.89,14.7748389603267,1.41373077911374,"Kimco Realty Corporation (HC)","2023-05-08 16:03:18",11468001280,0.25,1.1880299,619891968,"USD","2022-12-31",149829000,NA,304226000,NA,NA,454055000,1796864000,14836276000,382242000,17826122000,207815000,NA,5326000,7157886000,579549000,247576000,8086280000,6185000,NA,-108967000,-108967000,9515489000,9158804000,NA,356685000,6001000,9618271000,150363000,224334000,"KIM"
"431","L",0.947788794568984,0.456918819188192,0.247583977605972,13.127233,59.77,62.0496888959096,1.18217638745616,"Loews Corporation","2023-05-08 16:00:01",13402681344,4.48,0.95060295,227898000,"USD","2022-12-31",532000000,4854000000,3584000000,NA,5819000000,14859000000,42724000000,10355000000,6293000000,75494000000,25099000000,854000000,6374000000,8160000000,18994000000,32520000000,60016000000,2000000,15144000000,-3296000000,-3284000000,14598000000,14141000000,346000000,917000000,201000000,2748000000,3671000000,880000000,"L"
"432","KMX",2.10188248405146,2.60090718156168,0.245087534022805,24.009901,72.89,34.6118294090452,1.19884329420842,"CarMax Inc","2023-05-08 16:03:08",11501120512,3.03,2.048834,158091008,"USD","2023-02-28",314758000,NA,298783000,3726142000,701684000,5041367000,NA,3976591000,681729000,26182736000,826592000,579468000,NA,17775137000,332383000,1938311000,20569659000,79040000,3723094000,97869000,97869000,5613077000,5471819000,141258000,NA,80740000,1713074000,NA,NA,"KMX"
"433","ETSY",-9.37771326872085,2.39609183939977,0.475685485201439,-1,0,-9.89367014722096,1.40746731451458,"Etsy, Inc.","2023-05-08 16:00:03",11444598784,-4.97,-21.202011,123352000,"USD","2022-12-31",921278000,250413000,27888000,NA,233961000,1513743000,29137000,288528000,130423000,2634961000,28757000,NA,402525000,2279640000,127056000,631755000,3182235000,125000,-1048267000,-314217000,-314217000,-547274000,-1220404000,137724000,535406000,121506000,815085000,NA,NA,"ETSY"
"434","VTRS",-0.984422073809006,1.57650232723607,0.367372598869081,5.7426896,0,-9.97539596932552,0.936524381262267,"Viatris Inc.","2023-05-08 16:00:04",11774278656,1.71,0.5656356,1199010048,"USD","2022-12-31",1259900000,77900000,3814500000,3519500000,1769000000,10635400000,94000000,3283800000,2976100000,50022200000,1766600000,1250500000,1635500000,18015200000,4007100000,6746200000,28949900000,12100000,5175600000,-2761200000,-2761200000,21072300000,-11960600000,10425800000,22607100000,925900000,18645800000,NA,NA,"VTRS"
"435","MKTX",13.6211995619622,8.56841414709402,2.25669189378031,43.341534,0,21.9870504972206,1.1912052333935,"MarketAxess Holdings, Inc.","2023-05-08 16:00:04",11281608704,6.91,10.0591135,37669400,"USD","2022-12-31",430746000,NA,465862000,NA,151301000,1188559000,NA,166362000,NA,1607775000,42963000,NA,28448000,NA,316293000,138714000,526682000,123000,1101525000,-366023000,-37697000,1081093000,828239000,154789000,98065000,NA,345468000,NA,NA,"MKTX"
"436","JKHY",59.6875713376607,1.12815401871909,0.571282779966497,32.192066,0,2.58345227085356,0.867617309570025,"Jack Henry & Associates, Inc.","2023-05-08 16:00:04",11255165952,4.79,8.133769,72990704,"USD","2022-06-30",48787000,NA,386341000,NA,77306000,613524000,18250000,258578000,372157000,2455564000,21034000,NA,330687000,115000000,374340000,543830000,1073941000,1039000,2636342000,-1807118000,NA,1381623000,188568000,687458000,505597000,NA,551360000,143750000,NA,"JKHY"
"437","DPZ",-2.53357388386009,1.47339369871846,0.136524771872776,23.819584,309.47,-121.93842496958,0.859092252310274,"Domino's Pizza Inc","2023-05-08 16:00:02",10917630976,12.97,-2.6289635,35339000,"USD","2023-01-01",60356000,NA,257492000,81570000,353949000,790654000,125840000,521437000,44173000,1602221000,89715000,51500000,163409000,4896534000,92001000,536621000,5791286000,354000,-4194418000,-4694000,-4694000,-4189065000,-4309182000,11763000,108354000,1926000,9693000,8400000,NA,"DPZ"
"438","CPB",-4.24063001560062,0.68018018018018,0.229349223040075,20.09594,54.62,-12.8424314469273,0.404911303094166,"Campbell Soup Company","2023-05-08 16:00:02",16309463040,2.71,4.524383,299476000,"USD","2022-07-31",109000000,NA,541000000,1246000000,67000000,1963000000,NA,2582000000,170000000,11892000000,1334000000,566000000,157000000,3996000000,1500000000,2886000000,8559000000,12000000,4040000000,-1136000000,2000000,3331000000,-3846000000,3979000000,3198000000,NA,415000000,NA,2000000,"CPB"
"439","LDOS",-3.23913092624664,0.922979478084621,0.417871071346639,16.202868,82.11,-24.4108678670701,0.698541855047462,"Leidos Holdings, Inc.","2023-05-08 16:02:21",10847849472,4.88,2.5197577,137192992,"USD","2022-12-30",516000000,NA,2350000000,287000000,490000000,3643000000,38000000,1392000000,350000000,13071000000,733000000,666000000,749000000,3890000000,273000000,3947000000,8718000000,NA,2367000000,-73000000,-73000000,4299000000,-3349000000,6696000000,952000000,28000000,2005000000,74000000,54000000,"LDOS"
"440","LYV",-4.17544732076187,0.98268245875292,0.519804898658226,106.60274,79.83,-18.6375241304706,1.40442784908705,"Live Nation Entertainment, Inc.","2023-05-08 16:03:20",18022412288,0.73,-48.7594,231591008,"USD","2022-12-31",5606457000,NA,1499611000,38725000,64903000,8159522000,408789000,3059058000,884758000,16460841000,180076000,620032000,5079522000,5279267000,455971000,8303315000,15697278000,2285000,-2971229000,-96941000,-90076000,-367569000,-4316283000,2529380000,1419334000,NA,2698316000,NA,1131132000,"LYV"
"441","STX",-10.2521069762533,1.15609756097561,0.456027164685908,-1,0,-5.49057861137134,1.14355210310336,"Seagate Technology Holdings PLC","2023-05-08 16:00:03",11656645632,-0.83,-11.60858,207082000,"USD","2022-07-01",615000000,NA,1776000000,1565000000,NA,4029000000,173000000,2337000000,1159000000,8944000000,2058000000,584000000,179000000,5062000000,252000000,3485000000,8835000000,NA,17772000000,-17731000000,-17731000000,109000000,-1137000000,1237000000,9000000,1132000000,68000000,NA,NA,"STX"
"442","APA",24.1648240567376,0.928669410150892,0.229452635146585,5.193093,0,1.36893203883495,1.436237699454,"APA Corporation","2023-05-08 16:00:03",10221720576,6.37,24.359352,309000000,"USD","2022-12-31",245000000,NA,1466000000,427000000,539000000,2708000000,624000000,9012000000,803000000,13147000000,771000000,NA,887000000,5419000000,3302000000,2916000000,11802000000,262000000,-5814000000,-5445000000,14000000,423000000,423000000,NA,NA,39000000,11420000000,542000000,922000000,"APA"
"443","HSIC",-92.6492182654867,1.7931654676259,1.01321138211382,20.461538,0,-0.861313312245131,0.782078694805206,"Henry Schein, Inc.","2023-05-08 16:00:04",10469361664,3.9,3.0519755,131195000,"USD","2022-12-31",117000000,NA,1442000000,1963000000,NA,3988000000,161000000,667000000,232000000,8607000000,1004000000,2000000,242000000,1034000000,397000000,2224000000,3936000000,1000000,3678000000,-233000000,-233000000,3446000000,-113000000,2893000000,666000000,88000000,NA,NA,1225000000,"HSIC"
"444","WDC",5.54887171123538,1.80504105403857,0.673386522296623,-1,0,6.15981060226476,1.33957626075438,"Western Digital Corporation","2023-05-08 16:00:03",10914630656,-0.3,0.89999473,319328000,"USD","2022-07-01",2327000000,NA,2804000000,3638000000,681000000,9453000000,521000000,3970000000,2061000000,26259000000,2222000000,NA,1347000000,7022000000,1502000000,5237000000,14038000000,3000000,9039000000,-554000000,-554000000,12221000000,1967000000,10041000000,213000000,NA,3733000000,NA,NA,"WDC"
