"","Symbol","Price/Book Ratio","CurrentRatio","NetCurrentRatio","P.E.Ratio","Ask","BookPrice","Name","Trade.Time","Market.Capitalization","Earnings.Share","Price.Book","Shares.Outstanding","Currency","date","cash","shortTermInvestments","netReceivables","inventory","otherCurrentAssets","totalCurrentAssets","longTermInvestments","propertyPlantEquipment","otherAssets","totalAssets","accountsPayable","shortLongTermDebt","otherCurrentLiab","longTermDebt","otherLiab","totalCurrentLiabilities","totalLiab","commonStock","retainedEarnings","treasuryStock","otherStockholderEquity","totalStockholderEquity","netTangibleAssets","goodWill","intangibleAssets","deferredLongTermAssetCharges","capitalSurplus","minorityInterest","deferredLongTermLiab","X.ticker."
"227","BK",2.57123682992605,0.500791099134193,0.456148110703905,11.196428,45.36,17.0696067328924,"The Bank of New York Mellon Cor","2022-08-19 16:03:22",35467640832,3.92,0.9812426,808102976,"USD","2022-06-30",28125000000,137570000000,4776000000,3000000,4989000000,187694000000,154898000000,3354000000,84323000000,452621000000,325813000000,520000000,8829000000,27610000000,9071000000,374795000000,411476000000,14000000,37644000000,-29828000000,-5307000000,36146000000,13794000000,17271000000,5081000000,NA,28316000000,161000000,NA,"BK"
"228","CMI",5.12123830287621,1.66366836136097,0.861017406557819,15.973445,232.73,44.6337380844303,"Cummins Inc.","2022-08-19 16:03:15",32227952640,14.31,3.6882615,140992000,"USD","2022-06-30",2462000000,536000000,4156000000,4765000000,NA,12762000000,1544000000,4819000000,2907000000,24477000000,3405000000,65000000,1819000000,3521000000,3232000000,7671000000,14822000000,556000000,17450000000,-11135000000,-1696000000,8738000000,6293000000,1391000000,1054000000,525000000,1867000000,917000000,NA,"CMI"
"229","KEYS",15.1152923088656,3.01905487804878,1.00737538148525,32.276554,176.29,11.659053271537,"Keysight Technologies Inc.","2022-08-19 16:03:30",31711883264,5.46,8.0473995,179946000,"USD","2022-07-31",1847000000,NA,882000000,837000000,395000000,3961000000,73000000,893000000,1103000000,7852000000,328000000,NA,559000000,1792000000,636000000,1312000000,3932000000,2000000,4255000000,-2648000000,-500000000,3920000000,2098000000,1606000000,216000000,661000000,2311000000,NA,NA,"KEYS"
"230","VRSK",-11.8712881058863,0.561704142011834,0.230905446690926,30.856924,200.57,-16.8953873598369,"Verisk Analytics, Inc.","2022-08-19 16:00:04",31481468928,6.5,13.496401,156960000,"USD","2022-06-30",480700000,3900000,553600000,NA,40200000,1186600000,408800000,873100000,36600000,7508900000,276200000,349900000,663700000,2341600000,452500000,2112500000,5138900000,100000,5845500000,-6200800000,-683400000,2351900000,-2651900000,3820400000,1183400000,4500000,2707100000,18100000,NA,"VRSK"
"231","ROST",7.85584009460526,1.87643388208182,0.767772852592338,21.566353,91.15,11.5850117300224,"Ross Stores, Inc.","2022-08-19 16:00:04",31846766592,4.22,7.8844323,349926016,"USD","2022-04-30",4015567000,NA,164071000,2673551000,11406000,7048002000,NA,5945567000,240129000,13233698000,2175350000,NA,89361000,2453367000,403086000,3756062000,9179801000,3503000,2875161000,-574008000,NA,4053897000,4053897000,NA,NA,NA,1749241000,NA,NA,"ROST"
"232","KR",6.55080847789902,0.756004434043601,0.30923472215225,17.128027,49.57,7.55631952596568,"Kroger Company (The)","2022-08-19 16:00:01",35420221440,2.89,3.7870095,715560000,"USD","2022-05-21",1382000000,NA,1887000000,7358000000,1110000000,12276000000,455000000,30969000000,1387000000,49091000000,7556000000,452000000,6272000000,11279000000,3948000000,16238000000,39698000000,1918000000,24583000000,-20804000000,-465000000,9411000000,5407000000,3076000000,928000000,NA,3714000000,-18000000,NA,"KR"
"233","ILMN",379.67350247619,1.00347101700798,0.577737809752198,45.664413,204.5,0.534011443102352,"Illumina, Inc.","2022-08-19 16:00:04",31892574208,4.44,3.0478637,157300000,"USD","2022-07-03",1289000000,38000000,660000000,518000000,235000000,2891000000,229000000,1748000000,220000000,15448000000,282000000,1245000000,1076000000,495000000,853000000,2881000000,5004000000,2000000,5097000000,-3688000000,30000000,10444000000,84000000,7158000000,3202000000,NA,9033000000,NA,NA,"ILMN"
"234","PCAR",2.58414277552325,4.22983475439523,1.24085951291317,14.673501,93.1,36.0003327744453,"PACCAR Inc.","2022-08-19 16:00:04",32348299264,6.34,2.5838795,347719008,"USD","2022-06-30",3135100000,1559200000,1959700000,2232200000,691800000,22423200000,NA,3618300000,1351200000,30588700000,4513900000,NA,39400000,NA,1674600000,5301200000,18070700000,347700000,13109900000,-1113600000,-1111700000,12518000000,12518000000,NA,NA,NA,174000000,NA,NA,"PCAR"
"235","ALB",7.42906507320151,1.88021969264133,0.538651291195495,125.00925,270.12,36.3464300045249,"Albemarle Corporation","2022-08-19 16:00:02",31627171840,2.16,5.1969895,117129000,"USD","2022-06-30",930596000,NA,1086624000,1216213000,116671000,3350104000,903861000,6343167000,95203000,12520405000,1091583000,249961000,112862000,3133536000,1124991000,1781762000,6219430000,1171000,3664172000,-507138000,-507138000,6085291000,4257221000,1542767000,285303000,NA,2927086000,215684000,NA,"ALB"
"236","AMP",7.15594468401487,4.25085324232082,0.193860940509621,10.275713,285.6,39.7906920843888,"Ameriprise Financial, Inc.","2022-08-19 16:03:16",30799185920,27.71,7.173918,108166000,"USD","2022-06-30",7489000000,NA,16366000000,NA,5343000000,29892000000,34717000000,NA,93888000000,158497000000,2206000000,463000000,4163000000,2789000000,144337000000,7032000000,154193000000,3000000,18767000000,-23846000000,-1795000000,4304000000,4304000000,NA,NA,NA,9380000000,NA,3265000000,"AMP"
"237","HES",5.32916136953955,1.68535031847134,0.295708538220831,24.709745,117.46,21.8852440124608,"Hess Corporation","2022-08-19 16:00:02",36110397440,4.72,5.033881,309615008,"USD","2022-06-30",2159000000,NA,1406000000,317000000,87000000,3969000000,NA,15400000000,1451000000,21180000000,359000000,NA,888000000,8335000000,2085000000,2355000000,13422000000,310000000,1075000000,-485000000,-485000000,7136000000,6776000000,360000000,NA,147000000,6236000000,622000000,NA,"HES"
"238","ES",3.06607898343384,0.767048112389377,0.0941705371986737,24.382812,93.99,30.5373719650881,"Eversource Energy (D/B/A)","2022-08-19 16:00:02",32437456896,3.84,2.1540973,346443008,"USD","2022-06-30",29540000,NA,1523376000,262421000,1254211000,3268043000,2103194000,34407210000,5660037000,49916240000,1353506000,1308673000,1499566000,20015867000,10427043000,4260545000,34703455000,1796056000,5301054000,-282241000,-42864000,15057215000,10579459000,4477756000,NA,NA,8242346000,155570000,4569236000,"ES"
"239","FAST",9.98144700663793,3.71342756183746,2.23026315789474,31.016853,55.54,5.5312620310648,"Fastenal Company","2022-08-19 16:00:04",31728025600,1.78,9.981919,574678976,"USD","2022-06-30",247900000,NA,1103900000,1665200000,135700000,3152700000,NA,1263500000,176100000,4592300000,291800000,195000000,NA,310000000,89100000,849000000,1413600000,5800000,3171600000,-54400000,-54400000,3178700000,3178700000,NA,NA,NA,55700000,NA,NA,"FAST"
"240","DD",9.73162692707999,2.5493265380415,0.765229743757854,20.295301,60.89,6.2147883229921,"DuPont de Nemours, Inc.","2022-08-19 16:03:10",30294554624,2.98,1.1866968,500902016,"USD","2022-06-30",1439000000,NA,2249000000,2356000000,7783000000,14006000000,836000000,5994000000,1189000000,44440000000,2135000000,NA,1973000000,10634000000,1830000000,5494000000,18303000000,5000000,-22808000000,-845000000,-845000000,25528000000,3113000000,16610000000,5805000000,137000000,49176000000,609000000,610000000,"DD"
"241","ON",10.0665088451065,2.79303099282087,0.88969248503328,19.036745,72.58,7.20507991025677,"ON Semiconductor Corporation","2022-08-19 16:00:04",31422607360,3.81,5.8313236,433236000,"USD","2022-07-01",1791600000,34800000,1138100000,1563200000,257600000,4785300000,11400000,2991100000,732900000,10788700000,793800000,165200000,NA,3047400000,381400000,1713300000,5378600000,6100000,3448200000,-2630700000,-29300000,5389500000,3121500000,1815400000,452600000,375700000,4565900000,20600000,NA,"ON"
"242","IDXX",35118.775765237,0.893941692876498,0.484994956229185,48.47471,374.14,0.0106421701686373,"IDEXX Laboratories, Inc.","2022-08-19 16:00:04",31115235328,7.71,68.225624,83253696,"USD","2022-06-30",114362000,NA,473116000,332565000,86495000,1042825000,NA,709685000,398553000,2607185000,127262000,NA,62882000,767995000,117586000,1166547000,2150177000,10707000,3246384000,-4219792000,-62535000,457008000,886000,355528000,100594000,40548000,1419709000,NA,119531000,"IDXX"
"243","BIIB",7.67547199525645,1.94119170984456,0.73694204872144,15.536284,215.18,27.8927471910992,"Biogen Inc.","2022-08-19 16:00:04",31067240448,13.78,2.6182935,145112992,"USD","2022-06-30",2646600000,2151300000,2003500000,1294200000,1645300000,9740900000,2599600000,3676200000,1239800000,25081400000,434800000,999800000,1339700000,6277400000,1648400000,5018000000,13218000000,100000,14959900000,-3087500000,-110400000,11872500000,4047600000,5749600000,2075300000,1235700000,NA,-9100000,NA,"BIIB"
"244","PPG",-12.9947625683152,1.50164569215876,0.507558405863491,29.385303,134.73,-10.1533214518763,"PPG Industries, Inc.","2022-08-19 16:03:41",31005503488,4.49,5.015395,234996992,"USD","2022-06-30",931000000,70000000,3818000000,2481000000,455000000,7756000000,250000000,4047000000,951000000,21572000000,4502000000,304000000,155000000,6755000000,2709000000,5165000000,15281000000,969000000,20552000000,-16450000000,-2922000000,6182000000,-2386000000,6119000000,2449000000,211000000,1111000000,109000000,NA,"PPG"
"245","MTD",-32.1217008674773,1.18426917675162,0.397907525243544,38.327587,1364.24,-41.5233309340371,"Mettler-Toledo International, I","2022-08-19 16:00:01",30019303424,34.8,4129.4116,22506600,"USD","2022-06-30",109449000,NA,626593000,463321000,125338000,1324701000,NA,760856000,309062000,3336430000,267523000,106574000,391989000,1821458000,389129000,1118581000,3329168000,448000,6242943000,-7073819000,-282365000,7262000,-934549000,643449000,298362000,36999000,837690000,NA,NA,"MTD"
"246","IFF",-5.35756908207115,1.63771186440678,0.408454425363276,46.97638,119.69,-22.2712949037629,"International Flavors & Fragran","2022-08-19 16:00:02",30420277248,2.54,1.5014849,254947008,"USD","2022-06-30",569000000,NA,2476000000,2993000000,1348000000,7730000000,84000000,4951000000,601000000,39304000000,1830000000,953000000,416000000,10363000000,3196000000,4720000000,18925000000,35000000,3589000000,-3190000000,-2210000000,20260000000,-5678000000,16071000000,9867000000,130000000,19826000000,119000000,NA,"IFF"
"247","RSG",-8.64835301929116,0.729435016697335,0.112681542778032,33.587154,147.02,-16.9327045147599,"Republic Services, Inc.","2022-08-19 16:00:01",46265229312,4.36,5.0214314,315932992,"USD","2022-06-30",119400000,NA,1805000000,100200000,14100000,2140600000,300800000,10695300000,511200000,28212900000,1044600000,313800000,564900000,11387000000,4135600000,2934600000,18996900000,3200000,6907100000,-513800000,-13400000,9215400000,-5349600000,14166300000,398700000,NA,2818900000,600000,141200000,"RSG"
"248","BAX",-3.74165153226589,2.01276813074566,0.343771807397069,30.625,61.95,-16.3697772070939,"Baxter International Inc.","2022-08-19 16:00:02",30846175232,2,3.4832804,503611008,"USD","2022-06-30",1852000000,NA,2575000000,2663000000,18000000,7882000000,104000000,5542000000,1200000000,31831000000,1282000000,208000000,170000000,16278000000,2264000000,3916000000,22928000000,683000000,17099000000,-15176000000,-3767000000,8859000000,-8244000000,9644000000,7459000000,NA,6253000000,44000000,NA,"BAX"
"249","DFS",2.34519501100137,1.23663474788877,1.04123527311674,6.9332037,107.56,45.5868288921788,"Discover Financial Services","2022-08-19 16:00:02",29204713472,15.42,2.3157735,273171008,"USD","2022-06-30",11439000000,NA,93523000000,NA,32000000,104994000000,6024000000,984000000,2343000000,114600000000,76412000000,2322000000,NA,15863000000,70000000,84903000000,100836000000,6000000,26776000000,-18491000000,-251000000,12708000000,12453000000,255000000,NA,NA,4417000000,NA,NA,"DFS"
"250","TROW",5.23263380270325,1.81744983330188,1.42248042932401,12.190935,126.69,24.1599170551016,"T. Rowe Price Group, Inc.","2022-08-19 16:00:04",28531982336,10.37,3.18318,225692000,"USD","2022-06-30",2116000000,NA,773200000,NA,NA,2889200000,3870900000,905400000,591700000,11768700000,258700000,NA,34300000,32400000,204300000,1589700000,2031100000,45100000,8311900000,-47400000,-47400000,8964200000,5452700000,2652400000,859100000,NA,654600000,773400000,NA,"TROW"
"251","AVB",2.75346709569194,0.887428646424908,0.0619018028815181,36.93814,217.19,78.0761088413237,"AvalonBay Communities, Inc.","2022-08-19 16:03:09",30060869632,5.82,2.750195,139831008,"USD","2022-06-30",152522000,NA,NA,NA,374057000,547697000,222438000,18570632000,428010000,19768777000,58698000,NA,226241000,8001193000,62951000,617173000,8847836000,1399000,195035000,-6166000,-6166000,10917461000,10917461000,NA,NA,NA,10727193000,3480000,51227000,"AVB"
"252","AME",-20.3000094144247,1.47677352943518,0.478981425575187,27.425531,131.02,-6.34975041162481,"AMETEK, Inc.","2022-08-19 16:00:01",29592602624,4.7,4.2579193,229578000,"USD","2022-06-30",348653000,NA,992982000,966609000,103370000,2411614000,11365000,765982000,388156000,11984971000,540667000,354791000,388719000,2147362000,1127315000,1633029000,5034880000,2695000,8353735000,-2447290000,-545930000,6950091000,-1457763000,5173411000,3234443000,NA,1040951000,NA,NA,"AME"
"253","ANET",11.1233254602165,3.70039028939943,2.60024038448321,44.67354,132.74,11.68715261959,"Arista Networks, Inc.","2022-08-19 16:00:02",39949000704,2.91,9.880672,307300000,"USD","2022-06-30",493246000,2408656000,585786000,950909000,266291000,4729195000,38263000,153692000,489065000,5824545000,275093000,NA,805887000,NA,488934000,1278026000,1818753000,30000,2408294000,-41319000,-41319000,4005792000,3591462000,273494000,140836000,442455000,1638787000,NA,NA,"ANET"
"254","FRC",2.3766174246401,0.036272804992236,0.0343670446655867,20.165228,163.92,68.8120813808573,"FIRST REPUBLIC BANK","2022-08-19 16:04:19",29881210880,8.11,2.3010468,182715008,"USD","2022-06-30",6237000000,NA,NA,NA,NA,6237000000,32475000000,474000000,158502000000,197908000000,165647000000,NA,NA,5978000000,3557000000,171947000000,181482000000,2000000,7236000000,-227000000,-227000000,12793000000,12573000000,NA,220000000,NA,5782000000,NA,NA,"FRC"
"255","ROK",-13.6532697936351,1.06433621845666,0.430388326781115,43.910995,253.43,-18.4285528652488,"Rockwell Automation, Inc.","2022-08-19 16:03:36",29044600832,5.73,12.146271,115435000,"USD","2022-06-30",482900000,6200000,1702200000,989100000,311900000,3492300000,1201000000,908000000,680100000,10799900000,989200000,NA,1220000000,3464100000,1089100000,3281200000,8114300000,181400000,8072800000,-7848900000,-957500000,2391200000,-2127300000,3582200000,936300000,367300000,1985900000,294400000,NA,"ROK"
"256","KDP",-3.05112466731371,0.557757728146724,0.144832353957829,26.289473,39.95,-13.0968100379579,"Keurig Dr Pepper Inc.","2022-08-19 16:00:04",56586158080,1.52,2.2285428,1416070016,"USD","2022-06-30",552000000,NA,1471000000,1319000000,403000000,3771000000,167000000,3275000000,278000000,51428000000,4950000000,17000000,503000000,11675000000,6217000000,6761000000,26037000000,14000000,3471000000,205000000,205000000,25391000000,-18546000000,20163000000,23774000000,37000000,21701000000,NA,NA,"KDP"
"257","WBD",-0.539910079243205,1.07017179274037,0.173014682001949,7.585635,13.65,-25.430160302266,"Warner Bros. Discovery, Inc. - ","2022-08-19 16:00:04",33330808832,1.81,0.6487738,2427589888,"USD","2022-06-30",2575000000,14000000,7061000000,139000000,1401000000,15449000000,1846000000,8515000000,3313000000,142240000000,1397000000,1097000000,3116000000,51388000000,20585000000,14436000000,89293000000,27000000,6614000000,-9697000000,-1453000000,51383000000,-61734000000,34273000000,78844000000,NA,54439000000,1564000000,NA,"WBD"
"258","APTV",5.81964741709791,2.62702164717591,0.908136934457251,259.425,107,17.8309771886327,"Aptiv PLC","2022-08-19 16:00:02",28114716672,0.4,3.4713812,270932992,"USD","2022-06-30",4670000000,NA,3411000000,2362000000,47000000,10558000000,1949000000,3625000000,508000000,19908000000,2749000000,17000000,297000000,6414000000,840000000,4019000000,11626000000,3000000,5089000000,-942000000,-942000000,8099000000,4831000000,2392000000,876000000,158000000,3949000000,183000000,59000000,"APTV"
"259","AWK",4.46361424739381,0.58912037037037,0.0535676699642181,22.071327,157.82,35.3547577921292,"American Water Works Company, I","2022-08-19 16:00:02",28687648768,7.15,3.7895923,181786000,"USD","2022-06-30",71000000,25000000,667500000,85000000,169500000,1018000000,NA,22193000000,2220000000,26574000000,196000000,178000000,243500000,11025000000,6171000000,1728000000,19004000000,2000000,1181000000,-417000000,-40000000,7570000000,6427000000,1143000000,NA,NA,6804000000,NA,1053000000,"AWK"
"260","OKE",5.33493312185385,0.828081337779318,0.164374876949627,18.167614,64,11.9870291235494,"ONEOK, Inc.","2022-08-19 16:00:02",28576825344,3.52,4.6733413,446862016,"USD","2022-06-30",135774000,NA,1778687000,773904000,313911000,3026499000,801315000,19601219000,339690000,24526804000,1923761000,921269000,562430000,12872692000,1813438000,3654833000,18412175000,4749000,NA,-1080577000,-366755000,6114629000,5356548000,NA,758081000,NA,7190457000,NA,NA,"OKE"
"261","EXR",9.80479875855612,2.5883183379338,0.085955171675931,31.875,212.73,22.6365747655177,"Extra Space Storage Inc","2022-08-19 16:03:52",29721374720,6.64,8.850464,133912000,"USD","2022-06-30",58729000,NA,476337000,NA,47793000,614195000,844771000,9402291000,6699000,11038767000,171918000,NA,65377000,6387640000,282200000,237295000,7145527000,1339000,-159091000,25555000,25555000,3202120000,3031309000,170811000,NA,NA,3334317000,691120000,6699000,"EXR"
"262","ODFL",9.3371617859014,1.92475699562863,0.976617842101777,27.554733,297.72,31.8126666308802,"Old Dominion Freight Line, Inc.","2022-08-19 16:00:04",33201350656,10.78,9.375671,111774000,"USD","2022-06-30",196134000,224391000,701367000,NA,NA,1209090000,NA,3378732000,206045000,4793867000,136480000,20000000,49877000,79955000,529905000,628178000,1238038000,11224000,3307614000,NA,NA,3555829000,3555829000,NA,NA,NA,236991000,NA,NA,"ODFL"
"263","CBRE",25.1476101977779,1.1637535279355,0.768577251914639,14.4914665,84.92,3.37686146316171,"CBRE Group Inc","2022-08-19 16:03:27",27273840640,5.86,3.29058,321171008,"USD","2022-06-30",1192783000,NA,5488296000,NA,1840728000,8872216000,1201745000,1912255000,1400996000,20438672000,2735199000,NA,705758000,1503494000,1260742000,7623793000,11543688000,3221000,9084358000,-951569000,-951569000,8136010000,1084550000,4794847000,2256613000,157997000,NA,758974000,NA,"CBRE"
"264","GLW",3.70498453966332,1.4254972875226,0.444463238610735,15.465812,36.75,9.76792147299981,"Corning Incorporated","2022-08-19 16:03:10",30592057344,2.34,2.5414326,845318016,"USD","2022-06-30",1629000000,NA,1786000000,2835000000,1633000000,7883000000,NA,15350000000,3008000000,29718000000,1934000000,121000000,970000000,6677000000,4851000000,5530000000,17736000000,910000000,16837000000,-22603000000,-2094000000,11734000000,8257000000,2389000000,1088000000,982000000,16590000000,248000000,NA,"GLW"
"265","CPRT",7.73614814814815,5.47195136886405,2.25282448066592,29.013575,128.27,16.576725722374,"Copart, Inc.","2022-08-19 16:00:04",30479185920,4.42,7.0000005,237672992,"USD","2022-04-30",1454818000,224889000,135392000,56988000,566131000,2457426000,NA,2499455000,73779000,5443874000,398414000,NA,27994000,402733000,139382000,449095000,1090820000,24000,3693726000,-152596000,-152596000,4353054000,3939840000,348000000,65214000,NA,811900000,NA,NA,"CPRT"
"266","WY",2.4777554556213,3.20085015940489,0.445298639858072,11.036586,36.23,14.6099969379521,"Weyerhaeuser Company","2022-08-19 16:00:01",26799403008,3.28,2.4825127,740315008,"USD","2022-06-30",1723000000,NA,553000000,571000000,165000000,3012000000,NA,14187000000,381000000,17580000000,283000000,NA,119000000,5053000000,770000000,941000000,6764000000,927000000,2333000000,7556000000,7556000000,10816000000,10816000000,NA,NA,11000000,NA,NA,NA,"WY"
"267","WBA",-4.5680964292629,0.784144263929862,0.306353689815266,6.4779663,38.43,-8.36672401750709,"Walgreens Boots Alliance, Inc.","2022-08-19 16:00:04",33031905280,5.9,1.2582302,864257024,"USD","2022-05-31",2285000000,2173000000,5034000000,8520000000,860000000,18872000000,5816000000,33158000000,1429000000,92759000000,11794000000,2729000000,80000000,10670000000,4396000000,24067000000,61602000000,12000000,38632000000,-23420000000,-2724000000,26253000000,-7231000000,21901000000,11583000000,NA,11029000000,4904000000,NA,"WBA"
"268","EBAY",22.883851780531,1.27567975830816,0.351630811936155,2.5445995,47.02,2.05690903001267,"eBay Inc.","2022-08-19 16:00:05",25858752512,18.498,4.928796,549368000,"USD","2022-06-30",1742000000,1483000000,827000000,NA,891000000,5067000000,5065000000,1714000000,3694000000,19653000000,249000000,1149000000,1352000000,6579000000,3411000000,3972000000,14410000000,2000000,33960000000,-45778000000,323000000,5243000000,1130000000,4113000000,NA,3227000000,17059000000,NA,NA,"EBAY"
"269","EIX",1.97779562281655,0.610343338371842,0.0985358201150427,53.789474,71.87,36.1715849745171,"Edison International","2022-08-19 16:00:02",27287646208,1.33,1.9776089,381432000,"USD","2022-06-30",122000000,NA,2643000000,438000000,2400000000,5653000000,58000000,53446000000,15888000000,75045000000,2080000000,2175000000,2415000000,25143000000,21821000000,9262000000,57370000000,6129000000,7716000000,-48000000,-48000000,13797000000,13797000000,NA,NA,NA,NA,1901000000,7854000000,"EIX"
"270","KHC",-1.86330709265983,0.892422414738458,0.190701598162816,31.325201,38.5,-20.6782869826348,"The Kraft Heinz Company","2022-08-19 16:00:04",47216201728,1.23,0.9672884,1225440000,"USD","2022-06-25",1518000000,NA,2145000000,3433000000,851000000,8138000000,NA,6568000000,2834000000,91676000000,4778000000,1147000000,1781000000,19724000000,13831000000,9119000000,42674000000,12000000,-640000000,-3096000000,-2410000000,48796000000,-25340000000,31176000000,42960000000,NA,52520000000,206000000,NA,"KHC"
"271","STT",1.81053375790622,0.454891425155025,0.432466406272772,9.994468,74.5,39.9108851302923,"State Street Corporation","2022-08-19 16:03:22",26564151296,7.23,1.1165708,367619008,"USD","2022-06-30",3515000000,96563000000,3680000000,NA,4026000000,118693000000,112971000000,2741000000,56699000000,300223000000,241913000000,NA,NA,13530000000,NA,260926000000,274456000000,504000000,26115000000,-2828000000,7070000000,23791000000,14672000000,7465000000,1654000000,1027000000,NA,NA,NA,"STT"
"272","EQR",2.8206551398813,0.229317151322429,0.015604957781953,24.442368,84.57,28.8547970007371,"Equity Residential","2022-08-19 16:00:02",30612031488,3.21,2.7191129,376118016,"USD","2022-06-30",45010000,NA,22909000,NA,73641000,141560000,169272000,19969914000,293599000,20574345000,119402000,1259000,242667000,7783097000,360555000,617311000,9071476000,3761000,1649960000,-30650000,-30650000,10852809000,10852809000,NA,NA,NA,9229738000,612780000,NA,"EQR"
"273","HAL",6.1959750218503,2.15316827528326,0.670850493560829,18.484276,29.5,4.7434020182062,"Halliburton Company","2022-08-19 16:00:02",26655084544,1.59,3.73871,906944000,"USD","2022-06-30",2226000000,NA,4390000000,2654000000,992000000,10262000000,NA,5059000000,4296000000,22445000000,2794000000,NA,895000000,8525000000,1220000000,4766000000,15297000000,2665000000,9617000000,-5152000000,-179000000,7130000000,4302000000,2828000000,NA,2703000000,NA,18000000,NA,"HAL"
"274","SIVB",2.18944953272619,0.0867616198134181,0.0843104692776345,17.821941,435.39,198.858202879712,"SVB Financial Group","2022-08-19 16:00:04",25723842560,24.43,2.0961034,59082300,"USD","2022-06-30",7027000000,544000000,60000000,1000000,8366000000,16703000000,125055000000,599000000,71509000000,214389000000,187945000000,NA,NA,3367000000,1853000000,192516000000,198113000000,NA,8247000000,-1198000000,-1198000000,12272000000,11749000000,375000000,148000000,546000000,5223000000,358000000,NA,"SIVB"
"275","CEG",2.4440058340579,1.376318475672,0.238333726137167,41.03553,80.92,33.0768415139125,"Constellation Energy Corporatio","2022-08-19 16:00:04",26422147072,1.97,2.403163,326844992,"USD","2022-06-30",806000000,8000000,2616000000,1383000000,3277000000,8090000000,211000000,19739000000,17104000000,45333000000,2160000000,184000000,2907000000,4507000000,23559000000,5878000000,33944000000,13241000000,-249000000,-1992000000,-1992000000,11000000000,10811000000,NA,189000000,34000000,NA,389000000,NA,"CEG"
"276","DTE",4.11469878315133,0.59361856417694,0.125034366885596,33.44963,136.23,33.0862617169757,"DTE Energy Company","2022-08-19 16:03:27",26375219200,4.07,3.076193,193736000,"USD","2022-06-30",67000000,NA,2158000000,855000000,1013000000,4093000000,329000000,27829000000,6899000000,41314000000,1745000000,2662000000,1498000000,15593000000,10161000000,6895000000,32735000000,5323000000,3355000000,-104000000,-104000000,8574000000,6410000000,1993000000,171000000,NA,NA,5000000,3713000000,"DTE"
"277","IT",-6.52804349573843,0.623361823720371,0.294244222993198,35.44074,312.89,-47.1779974345431,"Gartner, Inc.","2022-08-19 16:03:32",24359342080,8.69,-171.38565,79093904,"USD","2022-06-30",360473000,NA,1198662000,NA,316157000,1981282000,NA,731866000,288821000,6590594000,683682000,6868000,2396415000,2457190000,451212000,3178382000,6733461000,82000,3426467000,-5706100000,-104516000,-142867000,-3731492000,2943257000,645368000,NA,2136684000,NA,NA,"IT"
"278","EFX",-5.86401639669421,0.513937414552636,0.182873435853085,34.437294,235,-35.5882352941176,"Equifax, Inc.","2022-08-19 16:00:02",25543655424,6.06,6.7130957,122400000,"USD","2022-06-30",223600000,NA,892900000,NA,82900000,1353300000,54100000,1433900000,218900000,11221200000,190400000,NA,447800000,4073500000,693500000,2633200000,7400200000,236600000,5078100000,-3072900000,-420300000,3805000000,-4356000000,6238700000,1922300000,NA,1563200000,16000000,NA,"EFX"
"279","GWW",18.56512512,2.57885714285714,0.984511343804538,23.043015,594.59,31.4519806884839,"W.W. Grainger, Inc.","2022-08-19 16:00:02",29704200192,25.34,13.516435,50871200,"USD","2022-06-30",262000000,NA,2099000000,1990000000,NA,4513000000,NA,1775000000,160000000,7049000000,1054000000,17000000,32000000,2332000000,220000000,1750000000,4584000000,55000000,10066000000,-9207000000,-165000000,2201000000,1600000000,374000000,227000000,NA,1287000000,264000000,NA,"GWW"
"280","FITB",2.13681467734788,0.0621590034491605,0.0580527335846485,11.072728,36.54,17.1002196569412,"Fifth Third Bancorp","2022-08-19 16:00:04",25073383424,3.3,1.4876033,686190016,"USD","2022-06-30",3437000000,NA,NA,20000000,3018000000,10903000000,61596000000,3163000000,124418000000,206782000000,161174000000,NA,1513000000,10836000000,1427000000,175405000000,187812000000,2051000000,20818000000,-9651000000,-2644000000,16854000000,11734000000,4926000000,1776000000,NA,3636000000,NA,NA,"FITB"
"281","EPAM",12.617922723744,3.44627962780943,2.51040791184287,74.00501,442.49,35.0731251547046,"EPAM Systems, Inc.","2022-08-19 16:03:18",25387941888,5.98,9.678936,57367400,"USD","2022-06-30",1293518000,60098000,929217000,NA,227000,2359678000,27500000,370845000,195642000,3563964000,22488000,NA,96121000,30221000,94143000,684703000,939958000,57000,1937855000,-76534000,-76357000,2622353000,2012054000,521267000,89032000,172807000,760975000,1653000,NA,"EPAM"
"282","CDW",-5.28542018921162,1.29991136716153,0.561078832221505,25.015934,188.62,-35.6395504010085,"CDW Corporation","2022-08-19 16:00:04",25475725312,7.53,23.022488,135243008,"USD","2022-06-30",541600000,NA,5211400000,1020100000,NA,7039800000,NA,349200000,337900000,13653100000,3315600000,105500000,918500000,6481400000,470600000,5415600000,12546900000,1400000,-2197700000,-139300000,-139300000,1106200000,-4820000000,4369600000,1556600000,NA,3441800000,NA,NA,"CDW"
"283","DHI",1.46340959070163,5.41678760541283,2.64703289120601,4.7830005,74.77,50.7581721189515,"D.R. Horton, Inc.","2022-08-19 16:00:02",25810886656,15.53,1.4285439,347480992,"USD","2022-06-30",1529400000,NA,294900000,21698900000,1714500000,27620200000,102100000,520000000,198600000,28869900000,1507300000,410700000,933700000,4219600000,1071800000,5099000000,10434400000,4000000,17631600000,-2890800000,NA,18062500000,17637500000,163500000,261500000,157400000,3317700000,373000000,NA,"DHI"
