"","Symbol","Trade Time","Name","Ask","Market Capitalization","Earnings/Share","P/E Ratio","Price/Book","Shares Outstanding","Currency","date","cash","shortTermInvestments","netReceivables","inventory","otherCurrentAssets","totalCurrentAssets","longTermInvestments","propertyPlantEquipment","otherAssets","totalAssets","accountsPayable","shortLongTermDebt","otherCurrentLiab","longTermDebt","otherLiab","totalCurrentLiabilities","totalLiab","commonStock","retainedEarnings","treasuryStock","otherStockholderEquity","totalStockholderEquity","netTangibleAssets","goodWill","intangibleAssets","deferredLongTermAssetCharges","capitalSurplus","minorityInterest","deferredLongTermLiab","(ticker)"
"382","KMX",2022-08-19 16:04:07,"CarMax Inc",97.87,15322910720,5.75,16.742609,2.8451946,159166000,"USD","2022-05-31",95313000,NA,610587000,4691085000,720982000,6117967000,NA,3791969000,614895000,26338694000,1066922000,632461000,125965000,17787980000,219520000,2251751000,20938057000,79807000,3636766000,5892000,5892000,5400637000,5259379000,141258000,NA,91305000,1678172000,NA,NA,"KMX"
"383","LNT",2022-08-19 16:00:04,"Alliant Energy Corporation",64.88,16069301248,2.77,23.119135,2.6184733,250926000,"USD","2022-06-30",1.9e+07,NA,4.9e+08,2.4e+08,5.59e+08,1.308e+09,5.46e+08,1.5453e+10,2.084e+09,1.9391e+10,5.84e+08,7.33e+08,5.6e+08,6.981e+09,3.968e+09,2.276e+09,1.3225e+10,3e+06,3.387e+09,-1.2e+07,-1.2e+07,6.137e+09,6.137e+09,NA,NA,NA,2.759e+09,2.9e+07,1.942e+09,"LNT"
"384","IRM",2022-08-19 16:03:12,"Iron Mountain Incorporated (Del",54.88,15952792576,1.27,43.2126,24.654087,290684992,"USD","2022-06-30",144746000,NA,1116329000,22400000,258544000,1542019000,139209000,7130546000,378328000,15622319000,435475000,50413000,302494000,9706578000,729925000,1782266000,14876587000,2907000,NA,-3787967000,-3787967000,646949000,-5785268000,4923691000,1508526000,NA,4432009000,98783000,NA,"IRM"
"385","CINF",2022-08-19 16:00:04,"Cincinnati Financial Corporatio",104.21,16537592832,3.21,32.36137,1.567101,159199008,"USD","2022-06-30",1.098e+09,NA,2.571e+09,NA,7.09e+08,4.491e+09,2.1791e+10,2.01e+08,1.664e+09,2.9192e+10,NA,NA,3.867e+09,7.89e+08,1.3887e+10,3.911e+09,1.8639e+10,3.97e+08,1.1324e+10,-2.535e+09,-4.23e+08,1.0553e+10,1.0553e+10,NA,1.045e+09,NA,1.367e+09,NA,NA,"CINF"
"386","BRO",2022-08-19 16:00:02,"Brown & Brown, Inc.",67.59,19000680448,2.16,31.143517,4.4317803,282454016,"USD","2022-06-30",2383500000,14900000,1420100000,NA,1126500000,5330400000,23700000,417900000,213200000,12279900000,279300000,67500000,2191700000,4156300000,754400000,2899900000,7996500000,30200000,4308300000,-890800000,-142800000,4283400000,-2011300000,5.149e+09,1145700000,NA,835700000,NA,67500000,"BRO"
"387","AKAM",2022-08-19 16:00:04,"Akamai Technologies, Inc.",96.95,15425186816,3.53,27.490086,3.61523,158956992,"USD","2022-06-30",426710000,263979000,668425000,NA,37192000,1566157000,640668000,2339188000,424506000,8211054000,131649000,NA,117088000,2283037000,151424000,817084000,3930576000,1620000,1635379000,-410721000,-143079000,4280478000,1039943000,2763828000,476707000,292817000,3054200000,NA,26865000,"AKAM"
"388","PARA",2022-08-19 16:00:04,"Paramount Global",25.88,16938987520,4.86,5.329218,0.73801786,608420992,"USD","2022-06-30",4.037e+09,NA,6.959e+09,NA,1.963e+09,1.4182e+10,6.7e+07,3.249e+09,5.918e+09,5.6961e+10,8.53e+08,2e+07,6.638e+09,1.5773e+10,6.65e+09,9.636e+09,3.3573e+10,1e+06,1.4829e+10,-2.5038e+10,-2.08e+09,2.2776e+10,-1.0769e+10,1.6498e+10,1.7047e+10,1.258e+09,3.2984e+10,6.12e+08,NA,"PARA"
"389","POOL",2022-08-19 16:00:04,"Pool Corporation",381.08,15059868672,19.22,19.791365,12.252464,39590600,"USD","2022-06-30",91481000,NA,756585000,1579101000,NA,2470484000,1179000,443051000,45044000,3962105000,604225000,9579000,NA,1575667000,74489000,891035000,2733047000,40000,662709000,1668000,1668000,1229058000,226711000,692972000,309375000,NA,564641000,NA,NA,"POOL"
"390","CHRW",2022-08-19 16:00:04,"C.H. Robinson Worldwide, Inc.",120.6,14509176832,8.31,14.093863,7.1397223,123883000,"USD","2022-06-30",238925000,NA,4821073000,NA,NA,5168256000,NA,494052000,246487000,7457439000,1872497000,6.74e+08,93210000,1594055000,43900000,3485750000,5405024000,12512000,5411346000,-4080606000,-87860000,2052415000,503771000,1472855000,75789000,134404000,709163000,NA,NA,"CHRW"
"391","SWK",2022-08-19 16:00:01,"Stanley Black & Decker, Inc.",99.25,14632305664,5.75,17.215652,1.7295059,147816000,"USD","2022-07-02",282300000,NA,1592100000,6635500000,956100000,9972800000,NA,2709100000,3647700000,29361400000,3138800000,1200000,518100000,5351800000,2759400000,11760700000,20279500000,442300000,8.775e+09,-5785100000,-2.151e+09,8459500000,-4572300000,8459100000,4572700000,NA,5027300000,2100000,NA,"SWK"
"392","CPT",2022-08-19 16:00:02,"Camden Property Trust",150.77,15158934528,7.72,18.432644,3.026758,106528000,"USD","2022-06-30",72095000,NA,13258000,NA,7163000,92516000,NA,8902735000,490765000,9486016000,195070000,387900000,103621000,3349050000,176643000,775143000,4308736000,1156000,NA,-784841000,-455866000,5107107000,5107107000,NA,NA,NA,5890792000,70173000,NA,"CPT"
"393","DPZ",2022-08-19 16:00:02,"Domino's Pizza Inc",404.95,14540643328,12.8,31.65625,-3.4797845,35885100,"USD","2022-06-19",114353000,NA,274957000,70201000,340714000,845870000,125840000,536592000,43038000,1670630000,99465000,51500000,221193000,4919269000,91238000,575449000,5850939000,359000,-4180367000,-3890000,-3890000,-4180309000,-4299599000,16153000,103137000,2386000,3589000,NA,NA,"DPZ"
"394","OMC",2022-08-19 16:00:01,"Omnicom Group Inc.",72.37,14849069056,6.11,11.864157,5.2411246,204843008,"USD","2022-06-30",3205100000,119900000,7043700000,1235900000,891800000,12496400000,69600000,2092600000,213600000,24905500000,9553400000,NA,3.648e+09,5548500000,1.441e+09,13213700000,21141600000,44600000,9230700000,-7009100000,-1488700000,2833200000,-7200100000,9701800000,331500000,NA,5.67e+08,930700000,NA,"OMC"
"395","WDC",2022-08-19 16:00:04,"Western Digital Corporation",47.98,14928717824,4.65,10.251613,1.2248201,313168000,"USD","2022-07-01",2.327e+09,NA,2.804e+09,3.638e+09,6.84e+08,9.453e+09,NA,3.67e+09,2.882e+09,2.6259e+10,2.222e+09,NA,NA,7.022e+09,2.459e+09,4.557e+09,1.4038e+10,1.2221e+10,NA,NA,NA,1.2221e+10,1.967e+09,1.0041e+10,2.13e+08,NA,NA,NA,NA,"WDC"
"396","LKQ",2022-08-19 16:00:04,"LKQ Corporation",57.25,15385048064,4.19,13.381862,2.7743692,274390016,"USD","2022-06-30",2.65e+08,NA,1.161e+09,2.65e+09,5.8e+07,4.331e+09,1.54e+08,2.485e+09,2.05e+08,1.2134e+10,1.457e+09,4.7e+07,2.46e+08,2.266e+09,5.8e+08,2.485e+09,6.505e+09,3e+06,6.344e+09,-2.249e+09,-3.55e+08,5.59e+09,6.31e+08,4.29e+09,6.69e+08,NA,1.492e+09,3.9e+07,NA,"LKQ"
"397","PEAK",2022-08-19 16:00:02,"Healthpeak Properties, Inc.",27.84,15011142656,0.4,69.549995,2.38083,539580992,"USD","2022-06-30",73013000,NA,461302000,NA,121462000,657406000,438753000,13107019000,644160000,15318203000,209184000,2541000,15869000,5002640000,1422919000,1735255000,8361938000,539580000,NA,-4308080000,-4308080000,6305212000,5834347000,NA,470865000,NA,10073712000,651053000,NA,"PEAK"
"398","SJM",2022-08-19 16:00:01,"J.M. Smucker Company (The) New",140.38,14893612032,5.83,23.974272,1.8279431,106558000,"USD","2022-04-30",169900000,NA,524700000,1089300000,226200000,2010100000,26600000,2238200000,112100000,1.6055e+10,1193300000,NA,252400000,4310600000,1572800000,1952800000,7914900000,26600000,2.893e+09,-237400000,-237400000,8140100000,-3527900000,6015800000,5652200000,NA,5457900000,NA,NA,"SJM"
"399","VFC",2022-08-19 16:00:02,"V.F. Corporation",45.84,17695946752,2.57,17.723736,5.2780995,388495008,"USD","2022-06-30",528029000,NA,1251735000,2341395000,490547000,4611706000,NA,2235315000,1021048000,13211753000,1022755000,1058000,41049000,4468399000,920590000,3463997000,9859260000,97123000,188806000,-874876000,-874876000,3352493000,-1991191000,2359548000,2984136000,NA,3941440000,NA,NA,"VFC"
"400","JKHY",2022-08-19 16:00:04,"Jack Henry & Associates, Inc.",207.72,14883480576,4.94,41.350204,11.200856,72861800,"USD","2022-06-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1328608000,143096000,NA,NA,NA,NA,NA,NA,"JKHY"
"401","TXT",2022-08-19 16:03:47,"Textron Inc.",71.23,13971689472,3.62,18.245857,2.057184,211532000,"USD","2022-07-02",1.764e+09,NA,1.519e+09,3.739e+09,3.29e+08,7.989e+09,NA,2.828e+09,2.754e+09,1.5879e+10,8.07e+08,7e+06,2.604e+09,3.177e+09,1.646e+09,3.474e+09,9.078e+09,2.8e+07,6.271e+09,-1.451e+09,-8.55e+08,6.801e+09,4.523e+09,2.278e+09,NA,NA,1.953e+09,NA,NA,"TXT"
"402","GRMN",2022-08-19 16:03:14,"Garmin Ltd.",97.13,18732005376,5.26,18.465778,3.196748,192855008,"USD","2022-06-25",1087381000,526639000,710023000,1454868000,14541000,4122617000,1247490000,1242177000,445947000,7813696000,319732000,NA,818641000,NA,216925000,1623886000,1947763000,17979000,4225521000,-386498000,-70612000,5865933000,5110468000,561395000,194070000,347998000,2008931000,NA,10818000,"GRMN"
"403","UDR",2022-08-19 16:00:01,"UDR, Inc.",49.08,26620895232,0.49,99.65306,4.1479783,324923008,"USD","2022-06-30",921000,NA,37548000,NA,27768000,77997000,691864000,9908627000,280085000,10996986000,129595000,577000,132793000,5191657000,60976000,676893000,6114187000,3249000,NA,-3422415000,-3422415000,3824659000,3786246000,NA,38413000,NA,7243825000,1013375000,NA,"UDR"
"404","HWM",2022-08-19 16:03:50,"Howmet Aerospace Inc.",37.92,15619152896,0.88,42.727272,4.647139,415403008,"USD","2022-06-30",5.37e+08,NA,5.5e+08,1.563e+09,1e+06,2.837e+09,NA,2.449e+09,2.2e+08,1.0052e+10,8.14e+08,1e+06,2.02e+08,4.169e+09,1.058e+09,1.322e+09,6.631e+09,4.16e+08,8.63e+08,-1.992e+09,-1.992e+09,3.366e+09,-1.18e+09,4.012e+09,5.34e+08,1.18e+08,4.079e+09,NA,NA,"HWM"
"405","ETSY",2022-08-19 16:00:04,"Etsy, Inc.",107.01,13548429312,2.65,40.38113,23.33406,126609000,"USD","2022-06-30",758874000,247816000,20133000,NA,180544000,1320222000,46944000,261697000,158157000,3607100000,17929000,NA,301277000,2277519000,191097000,449902000,3025805000,127000,106241000,-237126000,-237126000,581295000,-1238785000,1269155000,550925000,105331000,712053000,NA,NA,"ETSY"
"406","KIM",2022-08-19 16:03:46,"Kimco Realty Corporation",23.17,14058095616,1.21,18.785124,1.4372431,618481984,"USD","2022-06-30",296798000,NA,260140000,NA,2900000,559838000,2258895000,14987449000,391387000,18197569000,NA,NA,5326000,7403105000,682697000,5326000,8212562000,6185000,163210000,6476000,6476000,9781034000,9781034000,NA,NA,NA,9605163000,203954000,NA,"KIM"
"407","HRL",2022-08-19 16:03:43,"Hormel Foods Corporation",51.25,27887079424,1.75,29.182858,3.7995684,546056000,"USD","2022-05-01",861719000,23478000,803055000,1597001000,56826000,3373557000,275849000,2123595000,598929000,13122263000,826729000,26807000,93323000,3246057000,1002289000,1480659000,5777049000,8e+06,7100730000,-221164000,-221164000,7339402000,589069000,4935832000,1814501000,NA,451836000,5812000,NA,"HRL"
"408","FMC",2022-08-19 16:03:33,"FMC Corporation",114.95,14036871168,5.99,18.604342,4.51558,125959000,"USD","2022-06-30",591500000,NA,2885100000,1590400000,21500000,5517400000,10100000,925600000,688900000,11044200000,1122200000,89200000,408900000,2731700000,1066900000,3985700000,7916900000,18600000,5199100000,-3006700000,-460400000,3108500000,-793700000,1455800000,2446400000,214900000,897500000,18800000,NA,"FMC"
"409","WRB",2022-08-19 16:03:14,"W.R. Berkley Corporation",67.54,17929799680,4.75,14.229473,2.7522597,265272992,"USD","2022-06-30",1316603000,NA,3106685000,NA,3179768000,9439947000,19709110000,587317000,2033236000,32692447000,16687510000,NA,5249611000,2840284000,1170210000,21960330000,26155574000,105803000,9602948000,-4195359000,-1029630000,6514485000,6344833000,169652000,753185000,NA,1001093000,22388000,NA,"WRB"
"410","LDOS",2022-08-19 16:03:35,"Leidos Holdings, Inc.",104.31,14006375424,5.14,19.9572,3.5098886,136540992,"USD","2022-07-01",3.39e+08,NA,2.423e+09,2.86e+08,4.78e+08,3.526e+09,NA,1.283e+09,3.67e+08,1.2887e+10,1.739e+09,6.23e+08,3.13e+08,4.026e+09,2.84e+08,3.906e+09,8.83e+09,NA,2.128e+09,-7.9e+07,-7.9e+07,4.004e+09,-3.707e+09,6.673e+09,1.038e+09,NA,1.955e+09,5.3e+07,NA,"LDOS"
"411","TECH",2022-08-19 16:00:04,"Bio-Techne Corp",363.27,13921222656,6.63,53.518852,8.176936,39233500,"USD","2022-06-30",172567000,74462000,194548000,141123000,22856000,605556000,NA,288798000,46828000,2294805000,113704000,12500000,37886000,243410000,116233000,176018000,593794000,1701011000,NA,NA,NA,1701011000,347388000,NA,1353623000,NA,NA,NA,NA,"TECH"
"412","HST",2022-08-19 16:00:05,"Host Hotels",19.17,13621359616,0.8,23.475,1.9810128,714892992,"USD","2022-06-30",6.99e+08,NA,1.64e+08,NA,7e+06,8.7e+08,1.26e+08,1.0098e+10,9.5e+08,1.2044e+10,1.13e+08,NA,NA,4.212e+09,2.02e+08,1.13e+08,5.099e+09,7e+06,-8.85e+08,-7.4e+07,-7.4e+07,6.777e+09,6.777e+09,NA,NA,NA,7.729e+09,1.68e+08,NA,"HST"
"413","INCY",2022-08-19 16:00:04,"Incyte Corporation",76.12,16580007936,4.3,17.334883,4.0484467,222431008,"USD","2022-06-30",2435381000,287044000,682968000,54502000,NA,3625845000,149784000,748677000,499149000,5319035000,194770000,NA,103263000,NA,276143000,926674000,1233974000,222000,-578450000,-25696000,-25696000,4085061000,3789481000,155593000,139987000,434867000,4688985000,NA,NA,"INCY"
"414","NVR",2022-08-19 16:03:51,"NVR, Inc.",4272.08,14027758592,399.41,10.699006,4.691077,3282660,"USD","2022-06-30",1483703000,NA,53407000,2378745000,60695000,4344319000,3e+07,125720000,703727000,5287699000,417771000,NA,NA,915801000,439119000,839240000,2296033000,206000,10907253000,-10413916000,NA,2991666000,2942739000,41580000,NA,NA,2498123000,NA,NA,"NVR"
"415","NLOK",2022-08-19 16:00:04,"NortonLifeLock Inc.",24.1,13450027008,1.43,16.46154,-45.009563,571369024,"USD","2022-07-01",1.291e+09,NA,1.47e+08,NA,7.8e+07,1.629e+09,1.78e+08,1.26e+08,4.6e+08,6.247e+09,7.1e+07,6.14e+08,1.426e+09,2.714e+09,1.139e+09,2.624e+09,6.546e+09,1.479e+09,-1.734e+09,-4.4e+07,-4.4e+07,-2.99e+08,-4.153e+09,2.861e+09,9.93e+08,3.44e+08,NA,NA,NA,"NLOK"
"416","PKG",2022-08-19 16:04:07,"Packaging Corporation of Americ",145.13,13420741632,10.82,13.231978,3.3594575,93739904,"USD","2022-06-30",667300000,82300000,1.212e+09,954200000,NA,2990400000,61200000,4036700000,42500000,8340600000,528200000,NA,125200000,2472600000,7.08e+08,972900000,4376100000,9e+05,3.437e+09,-74400000,-74400000,3964500000,2754700000,922500000,287300000,NA,6.01e+08,NA,NA,"PKG"
"417","MAS",2022-08-19 16:03:51,"Masco Corporation",55.64,12489297920,3.57,15.512606,-16.832827,225520000,"USD","2022-06-30",4.4e+08,NA,1.434e+09,1.354e+09,NA,3.359e+09,NA,1.082e+09,1.03e+08,5.467e+09,1.128e+09,5.08e+08,NA,2.946e+09,4.1e+08,2.467e+09,6.008e+09,2.25e+08,-1.154e+09,1.8e+08,1.8e+08,-7.42e+08,-1.665e+09,5.54e+08,3.69e+08,NA,7e+06,2.01e+08,NA,"MAS"
"418","CBOE",2022-08-19 16:00:04,"Cboe Global Markets, Inc.",123.78,13128353792,1.96,63.15306,4.0247116,106062000,"USD","2022-06-30",373300000,68500000,442400000,NA,1048600000,1932800000,243500000,234600000,100700000,7476100000,35200000,NA,1193700000,1959200000,5.16e+08,1599600000,4214200000,1100000,1.968e+09,-232900000,-31900000,3261900000,-1702600000,3.132e+09,1832500000,NA,1525700000,NA,NA,"CBOE"
"419","NDSN",2022-08-19 16:00:04,"Nordson Corporation",247.51,14050132992,8.23,29.684084,6.413757,57511800,"USD","2022-04-30",120892000,NA,499535000,383215000,NA,1059839000,NA,463525000,93936000,3796343000,96948000,310892000,126317000,479703000,296826000,722498000,1605727000,12253000,3435769000,-1865415000,-198209000,2190616000,11573000,1821091000,357952000,16446000,608009000,NA,NA,"NDSN"
"420","LYV",2022-08-19 16:03:49,"Live Nation Entertainment, Inc.",94.49,21681760256,-2.047,NA,-51.66027,229972000,"USD","2022-06-30",5860435000,NA,1456198000,NA,80627000,8550782000,327500000,2685932000,914589000,16421028000,219744000,607190000,5459203000,5140155000,398756000,8632043000,15821006000,2256000,-3129597000,-136436000,-129571000,-410164000,-4352389000,2563119000,1379106000,NA,2853613000,1010186000,NA,"LYV"
"421","LVS",2022-08-19 16:00:02,"Las Vegas Sands Corp.",37.55,28755191808,2.418,15.5624485,6.859278,764156032,"USD","2022-06-30",6.452e+09,NA,1.58e+08,2.4e+07,1.6e+07,6.77e+09,NA,1.1498e+10,3.724e+09,2.2059e+10,7.6e+07,7.3e+07,6.4e+08,1.5284e+10,5.15e+08,2.023e+09,1.7844e+10,1e+06,2.092e+09,-4.567e+09,-8.6e+07,4.191e+09,4.124e+09,NA,6.7e+07,1.89e+08,6.665e+09,2.4e+07,7.3e+07,"LVS"
"422","EMN",2022-08-19 16:03:40,"Eastman Chemical Company",98.57,12110195712,9.14,10.78884,2.2750554,122809000,"USD","2022-06-30",4.56e+08,NA,1.635e+09,1.826e+09,7.2e+07,4.003e+09,8.3e+07,5.168e+09,7.1e+08,1.4875e+10,1.395e+09,4.8e+08,5.11e+08,4.014e+09,2.156e+09,3.148e+09,9.468e+09,2e+06,8.857e+09,-5.715e+09,-1.43e+08,5.323e+09,4.12e+08,3.663e+09,1.248e+09,NA,2.179e+09,8.4e+07,NA,"EMN"
"423","AAP",2022-08-19 16:00:01,"Advance Auto Parts Inc.",219,12553651200,9,23.002222,4.308608,60639800,"USD","2022-04-23",138733000,NA,957799000,4778849000,182399000,6057780000,NA,4255567000,53194000,12002481000,3942388000,NA,24297000,1187170000,522525000,5052574000,9092801000,8000,4653043000,-2605822000,-41065000,2909680000,1273740000,993820000,642120000,NA,862451000,NA,NA,"AAP"
"424","NI",2022-08-19 16:03:57,"NiSource Inc",34.22,12803758080,1.53,20.61438,2.2544675,405952992,"USD","2022-06-30",77800000,NA,849200000,491600000,235100000,1911700000,74300000,18511700000,2830200000,24813800000,650300000,46800000,912700000,9520200000,4738200000,3.015e+09,17273400000,4100000,-1408900000,-135700000,-35800000,5678100000,4192200000,1485900000,NA,NA,7218600000,315800000,2608500000,"NI"
"425","PTC",2022-08-19 16:00:04,"PTC Inc.",122.52,14037186560,4.13,28.934624,6.5016327,117466000,"USD","2022-06-30",322326000,NA,473298000,NA,61074000,948432000,NA,234203000,641589000,4605538000,16462000,NA,497063000,1425084000,80849000,769671000,2448368000,1174000,620900000,-133887000,-133887000,2157170000,-624144000,2382680000,398634000,282556000,1668983000,NA,NA,"PTC"
"426","VTRS",2022-08-19 16:00:04,"Viatris Inc.",10.58,12816969728,0.63,16.777777,0.64707685,1212579968,"USD","2022-06-30",664700000,77200000,3736200000,3612500000,2811900000,11176500000,NA,3.359e+09,1965500000,51125100000,1670100000,758600000,1941700000,19206400000,4239900000,7681200000,31319700000,12100000,4106800000,-2899200000,-2899200000,19805400000,-14818700000,1.0523e+10,24101100000,1243200000,18585700000,NA,NA,"VTRS"
"427","CTXS",2022-08-19 16:00:05,"Citrix Systems, Inc.",102.78,13039971328,2.61,39.37548,15.813201,126885000,"USD","2022-06-30",865597000,7202000,748636000,24911000,99145000,1897835000,40900000,339720000,637176000,7011099000,146746000,NA,1709621000,3228617000,512565000,2307273000,6186743000,328000,5276925000,-11677016000,-5776000,824356000,-3271112000,3404214000,691254000,398538000,7224119000,NA,145800000,"CTXS"
"428","CE",2022-08-19 16:03:21,"Celanese Corporation Celanese C",119.75,12424379392,18.07,6.345877,2.5459025,108349000,"USD","2022-06-30",7.83e+08,7e+06,1.827e+09,1.713e+09,1.29e+08,4.459e+09,9.35e+08,4.422e+09,8.74e+08,1.2713e+10,1.25e+09,5.25e+08,2.41e+08,2.842e+09,1.651e+09,2.595e+09,7.488e+09,NA,1.0466e+10,-5.93e+09,-4.38e+08,4.88e+09,2.857e+09,1.348e+09,6.75e+08,2.32e+08,3.44e+08,3.45e+08,NA,"CE"
"429","SBNY",2022-08-19 16:00:04,"Signature Bank",190.13,11954012160,17.68,10.744344,1.4735634,62929100,"USD","2022-06-30",14578361000,NA,NA,4173000,1164576000,15773520000,26467982000,364454000,73360847000,115966803000,104119046000,1.5e+08,NA,2145443000,NA,105503435000,107934997000,629000,4887453000,-1380626000,-1380626000,8031799000,8031799000,NA,NA,NA,4524343000,NA,NA,"SBNY"
"430","MGM",2022-08-19 16:00:01,"MGM Resorts International",34.73,13652432896,6.99,4.9685264,2.4133139,393102016,"USD","2022-06-30",5784173000,NA,901540000,115100000,2028267000,9166781000,598625000,29801320000,561443000,48432138000,359258000,1.25e+09,3009169000,7107155000,3182106000,5544580000,41091546000,3984000,5746532000,-16942000,-16942000,5733574000,-2570395000,4705842000,3598127000,NA,NA,1607018000,NA,"MGM"
"431","ABMD",2022-08-19 16:00:04,"ABIOMED, Inc.",280.4,12305355776,4.63,58.4622,8.02895,45460900,"USD","2022-06-30",180492000,663829000,91102000,95373000,NA,1060359000,300750000,206843000,31264000,1703636000,34797000,NA,28866000,NA,26678000,140762000,167440000,456000,1019066000,-368291000,-38271000,1536196000,1431776000,74855000,29565000,17096000,884965000,NA,14168000,"ABMD"
"432","UAL",2022-08-19 16:00:04,"United Airlines Holdings, Inc.",37.31,12252937216,-6.123,NA,3.0909991,326744992,"USD","2022-06-30",1.6885e+10,3.19e+09,2.217e+09,1.153e+09,4.3e+07,2.4371e+10,1.297e+09,3.3955e+10,3.449e+09,7.0381e+10,3.755e+09,3.012e+09,1.3199e+10,2.9175e+10,8.1e+09,2.3444e+10,6.6417e+10,4e+06,-5.15e+08,-4.495e+09,-9.44e+08,3.964e+09,-3.345e+09,4.527e+09,2.782e+09,9.07e+08,8.97e+09,NA,NA,"UAL"
"433","SNA",2022-08-19 16:00:01,"Snap-On Incorporated",230.99,12258542592,15.93,14.446328,2.8347418,53267900,"USD","2022-07-02",812600000,NA,734600000,893300000,NA,3230700000,NA,556800000,229700000,6864300000,306800000,NA,77500000,NA,305400000,986100000,2517500000,67400000,5996200000,-2227300000,-457700000,4324400000,2994900000,1.046e+09,283500000,46200000,488100000,22400000,NA,"SNA"
"434","APA",2022-08-19 16:00:04,"APA Corporation",36.26,11804059648,8.88,4.070946,20.633562,326529984,"USD","2022-06-30",2.82e+08,NA,1.894e+09,4.73e+08,4.07e+08,3.083e+09,6.18e+08,8.231e+09,9.92e+08,1.2924e+10,9.25e+08,NA,8.17e+08,5.127e+09,3.446e+09,2.813e+09,1.1419e+10,2.62e+08,-6.679e+09,-4.566e+09,2.1e+07,5.84e+08,5.84e+08,NA,NA,NA,1.1567e+10,9.21e+08,6.08e+08,"APA"
"435","BXP",2022-08-19 16:00:02,"Boston Properties, Inc.",86.38,13534067712,4.2,20.559525,2.2822783,156735008,"USD","2022-06-30",456491000,NA,1408663000,NA,101591000,1966745000,1586451000,18445459000,1267778000,23266433000,342467000,NA,170937000,13652773000,409291000,610225000,15123764000,1567000,NA,-596815000,-594093000,5929749000,5929749000,NA,NA,NA,6524997000,2212920000,684078000,"BXP"
"436","LW",2022-08-19 16:03:58,"Lamb Weston Holdings, Inc.",83.03,11776580608,1.38,59.376812,32.7498,143722000,"USD","2022-05-29",5.25e+08,NA,447300000,574400000,7e+06,1659600000,257400000,1698200000,172900000,4139800000,402600000,31300000,35300000,2689700000,279700000,699100000,3779300000,1.48e+08,1305500000,-1.093e+09,-828900000,360500000,8800000,3.18e+08,33700000,2700000,NA,NA,NA,"LW"
"437","IPG",2022-08-19 16:00:02,"Interpublic Group of Companies,",31.06,11797314560,2.48,12.165322,3.4798155,391028000,"USD","2022-06-30",1983400000,NA,6247900000,NA,529500000,8760800000,NA,2.088e+09,745400000,17249200000,6861300000,6e+05,7.34e+08,2906100000,913300000,8462700000,13750800000,39600000,3311800000,-1136800000,-988900000,3436700000,-2218300000,4855200000,799800000,300600000,1222100000,61700000,NA,"IPG"
"438","QRVO",2022-08-19 16:00:04,"Qorvo, Inc.",103.71,10702254080,7.28,14.244505,2.4918299,103204000,"USD","2022-07-02",858791000,NA,556107000,847378000,60603000,2372489000,28281000,1234334000,298948000,7330521000,327879000,726000,140837000,2044912000,264283000,718450000,3029916000,3962499000,356080000,-17974000,-17974000,4300605000,904136000,2766877000,629592000,NA,NA,NA,NA,"QRVO"
"439","L",2022-08-19 16:00:01,"Loews Corporation",59.51,14032753664,4.34,13.419354,0.92589945,240947008,"USD","2022-06-30",9.51e+08,4.291e+09,9.701e+09,NA,NA,1.4989e+10,4.3738e+10,9.962e+09,7.244e+09,7.7071e+10,2.4559e+10,8.38e+08,6.289e+09,8.438e+09,2.04e+10,3.2007e+10,6.085e+10,2e+06,1.5261e+10,-2.896e+09,-2.51e+09,1.5236e+10,1.489e+10,3.46e+08,7.92e+08,NA,2.869e+09,9.85e+08,3.593e+09,"L"
"440","FOXA",2022-08-19 16:00:04,"Fox Corporation",35.72,18920425472,2.11,16.909954,1.7326276,306476992,"USD","2022-06-30",5.2e+09,NA,2.128e+09,NA,9.53e+08,8.281e+09,5.78e+08,2.159e+09,3.935e+09,2.2185e+10,3.02e+08,NA,8.95e+08,7.206e+09,7.15e+08,2.296e+09,1.0622e+10,6e+06,2.461e+09,-2.26e+08,-2.26e+08,1.1339e+10,4.107e+09,3.554e+09,3.678e+09,3.44e+09,9.098e+09,2.24e+08,NA,"FOXA"
"441","CMA",2022-08-19 16:03:20,"Comerica Incorporated",85.37,11117083648,6.88,12.351745,1.8396727,130820000,"USD","2022-06-30",7.533e+09,NA,NA,1e+06,5.217e+09,1.4034e+10,2.0897e+10,4.22e+08,5.0891e+10,8.6889e+10,7.5765e+10,NA,4.2e+07,2.63e+09,2.27e+08,7.7597e+10,8.0454e+10,1.141e+09,1.0752e+10,-8.056e+09,-1.954e+09,6.041e+09,5.396e+09,6.35e+08,1e+07,NA,2.204e+09,NA,NA,"CMA"
"442","TFX",2022-08-19 16:04:11,"Teleflex Incorporated",243.03,11359524864,10.75,22.528372,2.9484167,46905300,"USD","2022-06-26",308121000,NA,415297000,510531000,3221000,1385345000,43352000,547992000,67199000,6731846000,121418000,1.1e+08,108178000,1605954000,558014000,610446000,2879116000,47940000,3668717000,-564083000,-408695000,3852730000,-835228000,2461083000,2226875000,6243000,700156000,NA,NA,"TFX"
