"","Symbol","Price/Book Ratio","CurrentRatio","NetCurrentRatio","P.E.Ratio","Ask","BookPrice","Name","Trade.Time","Market.Capitalization","Earnings.Share","Price.Book","Shares.Outstanding","Currency","date","cash","netReceivables","totalCurrentAssets","longTermInvestments","propertyPlantEquipment","goodWill","intangibleAssets","otherAssets","deferredLongTermAssetCharges","totalAssets","otherCurrentLiab","otherLiab","minorityInterest","totalCurrentLiabilities","totalLiab","commonStock","retainedEarnings","treasuryStock","capitalSurplus","otherStockholderEquity","totalStockholderEquity","netTangibleAssets","otherCurrentAssets","accountsPayable","deferredLongTermLiab","shortLongTermDebt","shortTermInvestments","inventory","longTermDebt","X.ticker."
"3935","LGI",0.864733172752727,0.116960277093937,0.116960277093937,2.8653426,19.5,21.359189220351,"Lazard Global Total Return and ","2022-02-25 16:00:01",240289152,6.446,0.86474085,13009700,"USD","2021-06-30",796467,1063273,3101900,301295714,NA,NA,NA,NA,NA,304397614,1322811,NA,NA,26520970,26520970,176106852,101769792,NA,NA,NA,277876644,277876644,1242160,21,NA,NA,NA,NA,NA,"LGI"
"3936","LH",-22.6430924142782,2.08437197064119,0.583302652740907,11.341944,276.54,-12.2169709989259,"Laboratory Corporation of Ameri","2022-02-25 16:00:02",25754253312,24.39,2.507001,93100000,"USD","2021-09-30",2036500000,3.055e+09,6020500000,66100000,2692200000,7906800000,3755100000,425800000,23800000,20866500000,593900000,1298800000,20600000,2888400000,10321400000,8800000,10786600000,-270900000,NA,-270900000,10524500000,-1137400000,NA,669400000,NA,1600000,18500000,410700000,5417200000,"LH"
"3937","LHX",-8.30231888385577,1.53628564804081,0.429590248962656,25.702806,234.79,-28.1258770544376,"L3Harris Technologies, Inc.","2022-02-25 16:00:02",45820497920,9.085,2.3581865,196224992,"USD","2021-10-01",1.126e+09,3.991e+09,6.626e+09,NA,2.832e+09,1.8207e+10,6.796e+09,5.57e+08,7.9e+07,3.5018e+10,1.27e+09,3.266e+09,1.1e+08,4.313e+09,1.5424e+10,1.97e+08,2.743e+09,1.6544e+10,NA,1.6544e+10,1.9484e+10,-5.519e+09,4.35e+08,1.608e+09,NA,1.1e+07,NA,1.074e+09,7.053e+09,"LHX"
"3938","LII",-18.5734690853308,1.07679025808797,0.481999755928894,21.338175,264.18,-14.2342829224088,"Lennox International, Inc.","2022-02-25 16:00:02",9686064128,12.39,-36.00436,36636900,"USD","2021-09-30",39400000,580600000,1184900000,NA,657400000,186700000,NA,94500000,10300000,2123500000,46700000,254100000,NA,1100400000,2458300000,9e+05,2669100000,-4132300000,1127500000,-101400000,-334800000,-521500000,9.9e+07,401600000,NA,2.9e+08,4900000,4.61e+08,949800000,"LII"
"3939","LL",1.83976879901278,1.52343933221573,1.03495096361512,11.248227,16.17,8.62064823870558,"LL Flooring Holdings, Inc.","2022-02-25 16:00:02",462168320,1.41,1.6968011,29140500,"USD","2021-09-30",104211000,NA,350778000,NA,219112000,9693000,NA,20252000,11583000,599835000,130591000,6714000,NA,230254000,338932000,30000,179315000,-145078000,226636000,NA,260903000,251210000,10096000,53093000,NA,NA,NA,226298000,NA,"LL"
"3940","LLY",-59.5038982963037,1.30158602543488,0.442630285164629,40.988564,251.4,-4.21569025394576,"Eli Lilly and Company","2022-02-25 16:02:26",238896250880,6.12,25.244038,952347008,"USD","2021-09-30",3788200000,6992300000,17808300000,3564500000,8920400000,3884100000,7887700000,6.122e+09,2625600000,4.8187e+10,2.513e+09,10993800000,197100000,1.3682e+10,40232900000,598200000,9639400000,-9238600000,6.758e+09,-9185900000,7.757e+09,-4014800000,5500000,1566800000,NA,1.58e+09,37100000,3907400000,15557100000,"LLY"
"3941","LMND",1.38228011456941,1.95941517519536,1.64091196960101,NA,23.48,16.9912204997761,"Lemonade, Inc.","2022-02-25 16:00:02",1447800192,-3.414,1.3804456,61643600,"USD","2021-09-30",319400000,129200000,777300000,697600000,10800000,NA,6600000,29400000,NA,1521700000,250500000,7.7e+07,NA,396700000,473700000,NA,-491600000,1e+05,1539500000,1e+05,1.048e+09,1047400000,7.1e+07,124900000,NA,NA,107500000,NA,NA,"LMND"
"3942","LMT",-28.2174041133603,1.4213363503261,0.505946176442718,17.991652,409.47,-14.5119649682341,"Lockheed Martin Corporation","2022-02-25 16:02:38",111515181056,22.76,10.126116,272327008,"USD","2021-09-26",2.727e+09,1.4964e+10,2.1357e+10,NA,7.332e+09,1.0815e+10,2.768e+09,9.571e+09,2.664e+09,5.1843e+10,1.0378e+10,1.5518e+10,NA,1.5026e+10,4.2212e+10,2.74e+08,2.1476e+10,-1.2217e+10,9.8e+07,-1.2217e+10,9.631e+09,-3.952e+09,7.63e+08,1.52e+09,NA,6e+06,NA,2.903e+09,1.1668e+10,"LMT"
"3943","LNC",0.61478003960396,1.96990578734859,0.102817787918467,9.3041725,69.28,112.446720016388,"Lincoln National Corporation","2022-02-25 16:00:01",11921814528,7.43,0.6042515,172455008,"USD","2021-09-30",2.614e+09,5.84e+08,3.6591e+10,1.26387e+11,NA,1.778e+09,5.965e+09,2.06331e+11,NA,3.77052e+11,1.0057e+10,3.30179e+11,NA,1.8575e+10,3.55882e+11,4.956e+09,9.365e+09,6.849e+09,NA,6.849e+09,2.117e+10,1.9392e+10,2.9202e+10,8.218e+09,NA,3e+08,NA,NA,7.128e+09,"LNC"
"3944","LNFA",-9.35448211685436,1.02723306079622,0.00656172866701814,NA,10.08,-1.3456115942029,"L&F Acquisition Corp.","2022-02-25 15:59:41",217134368,NA,-9.358736,17250000,"USD","2021-09-30",1232020,NA,1309905,NA,NA,NA,NA,175106330,NA,176416235,350000,198352857,NA,1275178,199628035,431,-23212231,NA,NA,NA,-23211800,-23211800,NA,NA,NA,NA,NA,NA,NA,"LNFA"
"3945","LNN",5.69192648822043,2.88487772529807,1.38643976299341,33.44146,162,23.1837155043564,"Lindsay Corporation","2022-02-25 16:00:02",1447917952,3.946,4.234645,10972400,"USD","2021-11-30",84719000,113159000,426333000,NA,109223000,67735000,19827000,26327000,6157000,649445000,69687000,26570000,NA,147782000,307502000,19056000,532410000,-298529000,89006000,-21291000,341943000,254381000,25145000,58908000,NA,219000,30195000,173115000,115471000,"LNN"
"3946","LOW",-60.6319549199009,1.19271383315734,0.487464689265537,18.204319,219.7,-3.61492537313433,"Lowe's Companies, Inc.","2022-02-25 16:03:04",146850594816,12.04,-30.492485,6.7e+08,"USD","2021-10-29",6.121e+09,4.08e+08,2.4849e+10,2e+07,2.3086e+10,3.11e+08,5.35e+08,5.99e+08,2.2e+08,4.94e+10,5.222e+09,2.118e+09,NA,2.0834e+10,5.0976e+10,3.43e+08,-1.913e+09,-6e+06,NA,-6e+06,-1.576e+09,-2.422e+09,1.049e+09,1.1334e+10,NA,1.26e+09,5.52e+08,1.6685e+10,2.3535e+10,"LOW"
"3947","LPI",5.63226392694879,0.338453857006912,0.0956047196190495,7.368894,74.99,13.1226097396703,"Laredo Petroleum, Inc.","2022-02-25 16:00:02",1261976320,10.03,2.4078057,17074500,"USD","2021-09-30",51396000,122657000,194547000,NA,1982329000,NA,NA,82096000,2200000,2258972000,431683000,104139000,NA,574811000,2034910000,161000,-2491295000,NA,2715196000,NA,224062000,224062000,20494000,57241000,36300000,131000,NA,NA,1349896000,"LPI"
"3948","LPX",4.51138320241692,2.80327868852459,1.17008797653959,4.9375443,69.66,15.4209907171227,"Louisiana-Pacific Corporation","2022-02-25 16:00:02",5973071360,14.09,4.824215,85857000,"USD","2021-09-30",6.07e+08,2.48e+08,1.197e+09,1.8e+07,1.101e+09,2.5e+07,1.9e+07,4e+07,2e+06,2.4e+09,7.5e+07,2.21e+08,9e+06,4.27e+08,1.023e+09,1.07e+08,1.369e+09,-5.59e+08,4.51e+08,-1.69e+08,1.368e+09,1.324e+09,-1e+06,3.52e+08,NA,NA,NA,3.2e+08,3.46e+08,"LPX"
"3949","LRN",4.40067596021115,3.42627142125459,1.03110376090318,20.79042,34.67,7.88969727281438,"Stride, Inc.","2022-02-25 16:00:02",1485588992,1.67,1.9606957,42787700,"USD","2021-12-31",256986000,430436000,816131000,7900000,165559000,240921000,155730000,139504000,NA,1525745000,62109000,19008000,NA,238198000,791512000,4000,156453000,-102825000,680601000,-343000,734233000,337582000,24028000,33821000,49787000,NA,51500000,23941000,410674000,"LRN"
"3950","LSI",3.45954125553963,1.54032470541206,0.0721950853926546,41.066242,154,38.4958888677561,"Life Storage, Inc.","2022-02-25 16:00:01",10923428864,3.17,3.2135274,82021200,"USD","2021-09-30",136157000,16434000,169542000,161834000,5292245000,NA,24499000,13297000,NA,5661417000,1700000,24925000,40811000,110069000,2348387000,820000,NA,-301584000,3482742000,-301584000,3181978000,3157479000,16951000,107724000,NA,129000,NA,NA,2194509000,"LSI"
"3951","LTC",1.80106002683619,3.28492786141042,0.179827981684134,24.078014,34.49,18.8500110135226,"LTC Properties, Inc.","2022-02-25 16:00:01",1340919808,1.41,1.8144407,39496900,"USD","2021-09-30",45459000,80449000,125908000,19340000,1041916000,NA,NA,265924000,NA,1453088000,NA,NA,8413000,38329000,700158000,394000,NA,-110798000,854921000,-110798000,744517000,744517000,NA,NA,3414000,NA,NA,NA,661829000,"LTC"
"3952","LTHM",4.76470861813538,4.87373167981962,1.17953615279673,7696.6665,23.03,4.84604648758551,"Livent Corporation","2022-02-25 16:00:02",3730766848,0.003,4.694043,161575008,"USD","2021-09-30",195300000,113200000,432300000,23200000,611700000,NA,1500000,82300000,2200000,1.151e+09,5500000,32200000,NA,88700000,366500000,1e+05,53400000,-45400000,776400000,-44600000,784500000,7.83e+08,6e+06,49700000,NA,NA,NA,110200000,240100000,"LTHM"
"3953","LUB",1.49056282185977,NA,NA,NA,2.8,1.87177619023057,"Luby's, Inc.","2022-02-25 16:00:01",86543568,-0.793,1.1610487,31019200,"USD","2020-11-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73599000,58061000,NA,NA,NA,NA,NA,NA,NA,"LUB"
"3954","LUMN",-0.863511366098295,1.40975903614458,0.248297082228117,5.2827225,10.15,-11.6848491409796,"Lumen Technologies, Inc.","2022-02-25 16:00:02",10331049984,1.91,0.8726864,1023889984,"USD","2021-09-30",6.35e+08,1.717e+09,1.1701e+10,NA,2.0926e+10,1.5987e+10,7.16e+09,2.534e+09,NA,5.8308e+10,3.479e+09,1.1565e+10,NA,8.3e+09,4.7125e+10,1.031e+09,-6.506e+09,-2.577e+09,1.9235e+10,-2.577e+09,1.1183e+10,-1.1964e+10,8.952e+09,8.29e+08,1.66e+08,2.501e+09,NA,1.03e+08,2.6908e+10,"LUMN"
"3955","LUV",2.97588395236505,2.03108921729611,0.690766939687267,28.037266,45.25,15.1686015128125,"Southwest Airlines Company","2022-02-25 16:00:02",26738317312,1.61,2.5665226,592342016,"USD","2021-09-30",1.298e+10,1.479e+09,1.8554e+10,1e+06,1.6667e+10,9.7e+08,2.95e+08,6.23e+08,NA,3.711e+10,5.893e+09,5.376e+09,NA,9.135e+09,2.686e+10,8.88e+08,1.5706e+10,-1.0595e+10,4.251e+09,2.67e+08,1.025e+10,8.985e+09,3.38e+08,1.229e+09,NA,2.25e+08,3.024e+09,5.11e+08,1.1015e+10,"LUV"
"3956","LVS",16.2974776425491,2.10213108162445,0.299375823168986,NA,44.6,2.73171109084232,"Las Vegas Sands Corp.","2022-02-25 16:00:02",34012835840,-1.258,16.183207,763990016,"USD","2021-09-30",1.644e+09,1.67e+08,5.228e+09,NA,1.1932e+10,NA,1.5e+07,2.717e+09,3.25e+08,1.9892e+10,1.075e+09,5.14e+08,3.27e+08,2.487e+09,1.7463e+10,1e+06,-2.5e+07,-4.513e+09,6.639e+09,-3.2e+07,2.102e+09,2.087e+09,3.271e+09,7.4e+07,8.8e+07,7.3e+07,NA,2.2e+07,1.4462e+10,"LVS"
"3957","LXP",2.29666012546771,2.49136543820401,0.150232380636821,11.714072,15.75,6.90500590572719,"LXP Industrial Trust","2022-02-25 16:00:02",4485039616,1.336,2.0214415,282816992,"USD","2021-09-30",150077000,73315000,253910000,51021000,3427596000,NA,NA,25950000,NA,3758477000,35405000,30169000,21493000,101916000,1690115000,28000,NA,-1287025000,3239850000,-1287025000,1952853000,1952853000,30518000,48790000,13289000,10891000,NA,NA,1529113000,"LXP"
"3958","LXU",3.52279670378356,1.20920585921847,0.250132007932756,NA,15.94,4.51345945951711,"LSB Industries, Inc.","2022-02-25 16:00:01",1431255936,-4.4,3.0970004,90016096,"USD","2021-09-30",32855000,65705000,162955000,NA,897805000,NA,13784000,NA,NA,1074544000,NA,35373000,NA,134762000,651476000,8983000,-71461000,-6561000,489107000,NA,420068000,406284000,18299000,73658000,NA,9249000,NA,44217000,460637000,"LXU"
"3959","LYV",-7.82992162241019,1.17941136042075,0.500015598573718,NA,126.89,-16.0972238298327,"Live Nation Entertainment, Inc.","2022-02-25 16:03:03",28311861248,-3.088,-48.421055,224626000,"USD","2021-09-30",4628880000,1182242000,6555291000,246300000,2432504000,2109719000,1101292000,885638000,NA,13330744000,3843818000,416894000,625415000,5558104000,13110173000,2218000,-3132813000,-177862000,2903613000,-170997000,-404844000,-3615855000,53083000,111142000,NA,46214000,NA,NA,5686905000,"LYV"
"3960","LZB",2.2272900701908,1.41823845769536,0.905061083333646,10.121359,29.26,13.1056119049382,"La-Z-Boy Incorporated","2022-02-25 16:00:01",1261661824,2.884,1.6377715,43222400,"USD","2021-10-23",293341000,309540000,965168000,36658000,578881000,180108000,30738000,60541000,11727000,1852094000,439014000,91620000,8380000,680540000,1066412000,44200000,398335000,-2153000,336920000,-2153000,777302000,566456000,58634000,119971000,NA,NA,17883000,285770000,NA,"LZB"
"3961","M",4.4169996469914,1.13791035826713,0.49708597996202,5.7934065,26.37,5.96785225718194,"Macy's Inc","2022-02-25 16:00:02",7707664384,4.55,2.1285532,292400000,"USD","2021-10-30",3.16e+08,8.02e+08,7.591e+09,NA,8.408e+09,8.28e+08,4.35e+08,1.017e+09,NA,1.8279e+10,7.44e+08,2.215e+09,NA,6.671e+09,1.5271e+10,3e+06,4.523e+09,-2.025e+09,5.07e+08,-6.61e+08,3.008e+09,1.745e+09,1.42e+08,5.787e+09,NA,1.4e+08,NA,6.141e+09,3.295e+09,"M"
"3962","MA",-82.1404863754235,1.33050774154485,0.537681767337808,42.13356,370,-4.56519284298538,"Mastercard Incorporated","2022-02-25 16:00:02",363635933184,8.76,49.462612,969729024,"USD","2021-09-30",6.406e+09,3.681e+09,1.5382e+10,1.684e+09,1.86e+09,7.569e+09,3.561e+09,5.354e+09,4.71e+08,3.541e+10,4.782e+09,3.836e+09,9.9e+07,1.1561e+10,2.8608e+10,NA,4.375e+10,-4.2073e+10,5.026e+09,-7.91e+08,6.703e+09,-4.427e+09,4.785e+09,5.57e+08,3.732e+09,6.5e+08,5.1e+08,NA,1.3211e+10,"MA"
"3963","MAA",4.21970746695983,0.226522976258063,0.026039340780301,45.553387,225,51.1278643327178,"Mid-America Apartment Communiti","2022-02-25 16:02:47",24884201472,4.608,4.0585847,115341000,"USD","2021-09-30",29811000,NA,134462000,85842000,10908668000,NA,NA,125160000,NA,11254132000,5200000,24323000,193182000,593591000,5163802000,1149000,NA,-1320895000,7216885000,-1320895000,5897139000,5897139000,104651000,NA,NA,NA,NA,NA,4515887000,"MAA"
"3964","MAC",1.14635603326302,0.693009675303979,0.0731853295073069,222.14285,15.81,14.1848681009462,"Macerich Company (The)","2022-02-25 16:00:01",3492794368,0.07,1.0962284,214796992,"USD","2021-12-31",112454000,211361000,378332000,1317571000,6394844000,NA,NA,254908000,NA,8345655000,127608000,327000,129282000,545926000,5169506000,2147000,-2443696000,-24000,5488440000,-24000,3046867000,3046867000,54517000,59228000,254908000,104811000,NA,NA,4542542000,"MAC"
"3965","MAIN",1.77933623739615,2.02626075628235,0.0758003546087921,9.296352,43.29,24.2056559629336,"Main Street Capital Corporation","2022-02-25 16:00:02",2996948480,4.633,1.7733036,69583200,"USD","2021-09-30",59569000,58639000,118208000,3117104000,4e+06,NA,NA,4460000,NA,3243772000,14553000,23041000,NA,58338000,1559465000,694000,7696000,NA,1675917000,NA,1684307000,1684307000,NA,28288000,4460000,NA,NA,NA,1473580000,"MAIN"
"3966","MAN",5.65656818093949,1.28214379182712,0.984158643153348,15.787265,109.01,19.2855438575561,"ManpowerGroup","2022-02-25 16:00:01",5852285440,6.91,2.3186464,53646400,"USD","2021-09-30",1612600000,5091300000,6858700000,NA,479200000,1206600000,232200000,675600000,NA,9452300000,48700000,768600000,9800000,5349400000,6969100000,1200000,3591800000,-4553600000,3.434e+09,-444600000,2473400000,1034600000,12600000,2829500000,NA,NA,NA,NA,582600000,"MAN"
"3967","MAS",-11.9393756906854,1.81160191591272,0.622417260925215,34.95679,56.9,-4.74312913148221,"Masco Corporation","2022-02-25 16:03:07",13587009536,1.62,-76.320755,239926000,"USD","2021-09-30",8.54e+08,1.33e+09,3.404e+09,NA,1.058e+09,6.17e+08,3.95e+08,1.21e+08,NA,5.595e+09,NA,4.85e+08,2.52e+08,1.879e+09,5.469e+09,2.43e+08,-5.95e+08,2.26e+08,NA,2.26e+08,-1.26e+08,-1.138e+09,NA,1.037e+09,NA,1e+07,NA,1.107e+09,2.95e+09,"MAS"
"3968","MATX",5.50017843494959,0.880138863511785,0.256496272630458,5.078249,109.37,19.8229920060906,"Matson, Inc.","2022-02-25 16:00:02",4582748672,21.47,2.713674,42032000,"USD","2021-09-30",75900000,328600000,481700000,37200000,2090800000,327800000,183800000,101500000,NA,3222800000,96400000,577400000,NA,547300000,1.878e+09,31500000,1050300000,-50900000,313900000,-50900000,1344800000,833200000,NA,2.99e+08,63100000,6.5e+07,NA,NA,567500000,"MATX"
"3969","MAV",0.873623708543735,0.0437855020800309,0.0437855020800309,18.417393,10.69,12.1219241544843,"Pioneer Municipal High Income A","2022-02-25 16:00:01",253253504,0.575,0.87361825,23914400,"USD","2021-09-30",2595468,5440389,8035857,465290604,NA,NA,NA,89885,NA,473416346,NA,NA,NA,183527803,183527803,285888967,3999576,NA,NA,NA,289888543,289888543,NA,3434400,NA,1.8e+08,NA,NA,NA,"MAV"
"3970","MBI",-4.97657637647059,4.7725321888412,0.447214960788257,NA,18,-3.12463813933313,"MBIA Inc.","2022-02-25 16:00:02",846017984,-7.517,-4.976,54406300,"USD","2021-09-30",1.12e+08,1.722e+09,2.224e+09,2.234e+09,1.9e+07,NA,4.4e+07,2.95e+08,NA,4.816e+09,3.34e+08,1.025e+09,1.3e+07,4.66e+08,4.973e+09,2.83e+08,-3.03e+08,-3.086e+09,2.936e+09,9e+07,-1.7e+08,-1.7e+08,1.7e+07,NA,NA,1.32e+08,3.72e+08,NA,3.463e+09,"MBI"
"3971","MCA",0.83225096584642,0.0591365330939309,0.0322825783807929,13.141763,14.1,16.4854120683491,"Blackrock MuniYield California ","2022-02-25 16:00:01",472046208,1.044,0.83227175,34405700,"USD","2021-07-31",28510,10767281,11817832,503268059,NA,NA,NA,418180852,NA,933266743,2130286,NA,NA,199839784,366074601,492984491,74207651,NA,NA,NA,567192142,567192142,940000,NA,NA,NA,NA,NA,166234817,"MCA"
"3972","MCD",-22.1399016647662,1.33368003767957,0.116364165610767,24.855518,249.35,-11.2669875210084,"McDonald's Corporation","2022-02-25 16:00:02",186400260096,10.036,-40.746487,747244992,"USD","2021-09-30",4305800000,1828500000,6795900000,1189400000,37957600000,2744200000,NA,4039900000,NA,5.2727e+10,1296700000,5691600000,NA,5095600000,5.8402e+10,16600000,55897700000,-69715100000,8125800000,-2663200000,-5.675e+09,-8419200000,41100000,772600000,NA,5e+08,NA,50100000,34628200000,"MCD"
"3973","MCI",0.926370356599578,6.4854856811528,0.622840222889796,5.038685,15.9,16.8723013863595,"Barings Corporate Investors","2022-02-25 14:42:59",316690368,3.102,0.92638695,20261700,"USD","2021-09-30",18340525,2329775,20670300,35107039,NA,NA,NA,319271333,NA,375048672,NA,NA,NA,3187163,33187163,20261719,49098760,NA,272501030,NA,341861509,341861509,NA,1781499,73187,NA,NA,NA,3e+07,"MCI"
"3974","MCK",-3.31896154606163,0.989256646771568,0.71567642255998,30.54348,274.57,-82.9717352701638,"McKesson Corporation","2022-02-25 16:04:12",41251373056,9.016,-32.3786,149798000,"USD","2021-09-30",2.151e+09,2.014e+10,4.558e+10,NA,3.99e+09,9.473e+09,2.385e+09,2.173e+09,NA,6.3601e+10,3.504e+09,9.988e+09,4.84e+08,4.6075e+10,6.3688e+10,2e+06,8.812e+09,-1.6696e+10,7.311e+09,-1.665e+09,-5.71e+08,-1.2429e+10,3.47e+09,3.8922e+10,NA,7.5e+07,NA,1.9342e+10,5.769e+09,"MCK"
"3975","MCN",0.995497185557103,0.0322066140965639,0.0320767639787284,3.8196156,8,7.78505480033782,"Madison Covered Call & Equity S","2022-02-25 16:00:01",162423728,2.029,0.9955042,20957900,"USD","2021-06-30",NA,520790,520790,178873350,NA,NA,NA,NA,NA,179394140,2254488,65459,NA,16170281,16235740,NA,-12486720,NA,175645120,NA,163158400,163158400,NA,13771909,NA,NA,NA,NA,NA,"MCN"
"3976","MCO",-10.0283105252593,1.5234514858575,0.360746078846969,27.478779,324.03,-32.2786177105832,"Moody's Corporation","2022-02-25 16:03:56",59949240320,11.78,22.0354,185200000,"USD","2021-09-30",2.239e+09,1.589e+09,4.255e+09,2.39e+08,7.52e+08,5.898e+09,2.51e+09,7.6e+08,3.63e+08,1.4414e+10,1.53e+09,1.549e+09,1.89e+08,2.793e+09,1.1795e+10,3e+06,1.2451e+10,-1.0856e+10,8.32e+08,-4.62e+08,2.43e+09,-5.978e+09,1.44e+08,3e+07,1.37e+08,5.07e+08,1.04e+08,NA,6.983e+09,"MCO"
"3977","MCR",0.88505440928292,0.0885584642940338,0.08848184364523,85.34884,7.33,8.29327559738278,"MFS Charter Income Trust","2022-02-25 16:00:02",326555872,0.086,0.8850838,44489900,"USD","2021-11-30",44462,6275358,9415581,464745541,NA,NA,NA,1218457,NA,475379579,4622330,92068,NA,106320509,106412577,381769765,-12802763,NA,NA,NA,368967002,368967002,3095761,1450018,NA,NA,NA,NA,NA,"MCR"
"3978","MCS",1.54707225726331,0.446035101884708,0.112444759889654,NA,18.08,15.1172116231772,"Marcus Corporation (The)","2022-02-25 16:00:01",568066368,-2.838,1.2843646,24289400,"USD","2021-09-30",8629000,41859000,83967000,NA,1007823000,75118000,NA,22138000,9964000,1189046000,4380000,83121000,NA,188252000,746740000,31471000,282861000,-15302000,143276000,-13774000,442306000,367188000,29340000,21141000,NA,11712000,NA,NA,237496000,"MCS"
"3979","MCY",1.44647101880604,0.74771052625487,0.28028892880697,12.201876,54.5,37.7746935207727,"Mercury General Corporation","2022-02-25 16:00:01",3025460480,4.478,1.4136031,55370800,"USD","2021-09-30",341606000,665277000,1291975000,4881133000,219972000,42796000,273796000,44701000,NA,6754373000,1545770000,2471858000,NA,1727908000,4609440000,98908000,2046025000,NA,NA,NA,2144933000,2091615000,91471000,182138000,4700000,NA,193621000,NA,372831000,"MCY"
"3980","MD",-3.10472845079967,1.98214375547082,0.437690059080429,15.821874,24.12,-7.78167882080567,"Mednax, Inc.","2022-02-25 16:00:02",2089177984,1.527,2.2983258,86472600,"USD","2021-09-30",357914000,279253000,788029000,NA,137697000,1496751000,21617000,202010000,71915000,2646104000,NA,359277000,211000,397564000,1800427000,864000,-202906000,2223000,1045285000,2223000,845466000,-672902000,39707000,34361000,NA,NA,98510000,NA,1002510000,"MD"
"3981","MDC",1.20109731749855,5.67642754116303,2.03394633664387,5.5935664,43.81,36.4833043625707,"M.D.C. Holdings, Inc.","2022-02-25 16:00:01",3109418752,7.834,1.1923485,70958896,"USD","2021-12-31",485839000,98580000,4813094000,NA,83752000,6008000,2323000,25307000,17942000,4963528000,158143000,NA,NA,847909000,2366382000,707000,887163000,NA,1709276000,NA,2597146000,2588815000,54416000,149488000,7166000,NA,NA,3760851000,1491781000,"MDC"
"3982","MDT",-23.127864,2.91311034217609,0.574058640806122,29.165058,105.98,-4.57629775223695,"Medtronic plc.","2022-02-25 16:00:02",142097596416,3.629,2.704415,1342569984,"USD","2021-10-29",2.9e+09,5.493e+09,2.2731e+10,8.14e+08,5.188e+09,4.1612e+10,1.6523e+10,4.888e+09,3.203e+09,9.1756e+10,9.99e+08,6.187e+09,1.68e+08,7.803e+09,3.9597e+10,NA,2.8974e+10,-3.042e+09,2.6059e+10,-3.042e+09,5.1991e+10,-6.144e+09,2.22e+09,1.917e+09,NA,NA,7.769e+09,4.349e+09,2.5548e+10,"MDT"
"3983","MDU",2.12654874361159,1.45946432116497,0.299028278926056,14.489577,27.05,12.748355788824,"MDU Resources Group, Inc.","2022-02-25 16:00:01",5512845824,1.871,1.6295985,203351008,"USD","2021-09-30",57241000,979862000,1565887000,171859000,5568420000,717646000,22241000,522810000,NA,8568863000,147158000,1757551000,NA,1072919000,5236585000,203889000,1720232000,-50051000,1458208000,-46425000,3332278000,2592391000,133135000,525704000,379245000,1548000,NA,312285000,2326718000,"MDU"
"3984","MED",10.5401094787479,1.87094488776195,1.71901855203878,12.822988,176.82,16.8935624386632,"MEDIFAST INC","2022-02-25 16:00:01",2068380544,13.886,10.195248,11616200,"USD","2021-09-30",154516000,NA,301050000,NA,63187000,NA,NA,7131000,692000,371368000,NA,NA,NA,160908000,175129000,12000,183155000,122000,12950000,122000,196239000,196239000,NA,155506000,NA,NA,5379000,129614000,NA,"MED"
"3985","MEG",-4.1288960216828,1.20878507444461,0.375579958373081,NA,44.37,-10.8091850505571,"Montrose Environmental Group, I","2022-02-25 16:00:02",1316201216,-1.542,8.1248865,29491400,"USD","2021-09-30",16006000,112741000,138586000,NA,61682000,304237000,160239000,2874000,NA,667618000,40589000,32242000,NA,114649000,368992000,NA,-146206000,54000,291850000,54000,145698000,-318778000,NA,17233000,NA,8750000,795000,2470000,200876000,"MEG"
"3986","MEI",3.69005380318006,3.09480269489894,1.25802034428795,14.816721,46.11,12.4876237291683,"Methode Electronics, Inc.","2022-02-25 16:00:02",1717351040,3.11,1.8737803,37268900,"USD","2021-10-30",177200000,2.95e+08,643100000,4e+05,228400000,2.35e+08,219100000,104700000,39200000,1430700000,17300000,7.9e+07,NA,207800000,511200000,19400000,749800000,-13500000,163800000,-2e+06,919500000,465400000,NA,118600000,30100000,14700000,NA,1.49e+08,208400000,"MEI"
"3987","MET",0.952119860499562,0.968843430369788,0.0978245954608417,9.378933,68.98,72.0077360538958,"MetLife, Inc.","2022-02-25 16:00:01",56567345152,7.31,0.8387263,825078016,"USD","2021-09-30",1.8956e+10,1.8993e+10,6.7727e+10,3.711e+11,NA,9.638e+09,1.6191e+10,2.97008e+11,NA,7.61664e+11,1.5562e+10,5.45055e+11,2.83e+08,6.9905e+10,6.92331e+11,1.2e+07,4.0426e+10,-4.845e+09,3.3457e+10,1.2111e+10,6.905e+10,5.9412e+10,1.5821e+10,2.2227e+10,NA,3.88e+08,7.15e+09,NA,7.7371e+10,"MET"
"3988","MFA",0.687968630969282,60.0203220235283,1.31649329181419,6.1854105,4.08,5.91596775592397,"MFA Financial, Inc.","2022-02-25 16:00:01",1729953536,0.658,0.69241244,425049984,"USD","2021-09-30",526241000,7168136000,7749884000,NA,39500000,61615000,24700000,612151000,NA,8487850000,44247000,163015000,NA,129121000,5886763000,4409000,-1267504000,56755000,3807237000,56755000,2600897000,2514582000,55507000,NA,NA,NA,NA,NA,5550808000,"MFA"
